cue,target,strength
TASK,HARD,0.024
TASK,DO,0.018
TASK,ASSIGNMENT,0.012
TASK,BURDEN,0.012
TASK,DEED,0.012
TASK,MISSION,0.012
TASTE,FOOD,0.157
TASTE,SMELL,0.142
TASTE,EAT,0.118
TASTE,GOOD,0.087
TASTE,BUD,0.079
TASTE,SWEET,0.071
TASTE,TONGUE,0.063
TASTE,SOUR,0.039
TASTE,BITTER,0.024
TASTE,FLAVOR,0.024
TASTE,MOUTH,0.024
TASTE,CHOCOLATE,0.016
TASTE,FEEL,0.016
TASTE,SENSE,0.016
TASTE,TOUCH,0.016
TASTY,GOOD,0.34
TASTY,FOOD,0.18
TASTY,YUMMY,0.1
TASTY,DELICIOUS,0.067
TASTY,TREAT,0.053
TASTY,SWEET,0.033
TASTY,MORSEL,0.02
TASTY,SMELL,0.02
TASTY,BITTER,0.013
TASTY,CORNBEEF,0.013
TASTY,FLAVOR,0.013
TASTY,ICE CREAM,0.013
TASTY,LIKE,0.013
TASTY,MEAL,0.013
TASTY,PIZZA,0.013
TASTY,SPICY,0.013
TAVERN,BAR,0.388
TAVERN,PUB,0.259
TAVERN,BEER,0.116
TAVERN,DRINK,0.054
TAVERN,INN,0.027
TAVERN,GREEN,0.014
TAVERN,HOUSE,0.014
TAVERN,SALOON,0.014
TAX,MONEY,0.41
TAX,INCOME,0.141
TAX,COLLECTOR,0.038
TAX,GOVERNMENT,0.032
TAX,IRS,0.032
TAX,EVASION,0.019
TAX,SHELTER,0.019
TAX,DEDUCTIBLE,0.013
TAX,FREE,0.013
TAX,HIGH,0.013
TAX,LAW,0.013
TAX,LEVY,0.013
TAX,PAY,0.013
TAX,SALE,0.013
TAX,STATE,0.013
TAX,UNCLE SAM,0.013
TAXES,MONEY,0.372
TAXES,GOVERNMENT,0.095
TAXES,PAY,0.074
TAXES,IRS,0.054
TAXES,BAD,0.027
TAXES,DEATH,0.027
TAXES,INCOME,0.027
TAXES,SUCK,0.02
TAXES,DEBT,0.014
TAXES,EXPENSE,0.014
TAXES,FEDERAL,0.014
TAXES,FORMS,0.014
TAXES,PAIN,0.014
TAXES,POOR,0.014
TAXES,REVENUE,0.014
TAXI,CAB,0.537
TAXI,CAR,0.129
TAXI,DRIVER,0.095
TAXI,YELLOW,0.095
TAXI,FARE,0.027
TAXI,TRANSPORTATION,0.02
TAXI,RIDE,0.014
TEA,COFFEE,0.369
TEA,BAG,0.087
TEA,ICE,0.081
TEA,DRINK,0.067
TEA,CUP,0.054
TEA,LEAVES,0.054
TEA,HOT,0.034
TEA,LEMON,0.034
TEA,HERBAL,0.027
TEA,PARTY,0.02
TEA,POT,0.013
TEACH,LEARN,0.415
TEACH,SCHOOL,0.085
TEACH,INSTRUCT,0.067
TEACH,TEACHER,0.043
TEACH,EDUCATE,0.037
TEACH,CHILDREN,0.028
TEACH,CLASS,0.022
TEACH,SHOW,0.022
TEACH,GIVE,0.011
TEACH,KNOW,0.011
TEACH,LESSON,0.011
TEACH,PROFESSOR,0.011
TEACH,SHARE,0.011
TEACH,STUDENT,0.011
TEACH,TAUGHT,0.011
TEACHER,STUDENT,0.189
TEACHER,SCHOOL,0.128
TEACHER,INSTRUCTOR,0.074
TEACHER,PROFESSOR,0.074
TEACHER,CLASS,0.068
TEACHER,LEARN,0.068
TEACHER,FRIEND,0.041
TEACHER,SMART,0.041
TEACHER,APPLE,0.034
TEACHER,TEACH,0.02
TEACHER,BOOK,0.014
TEACHER,HELP,0.014
TEAM,FOOTBALL,0.189
TEAM,SPORT,0.11
TEAM,GROUP,0.102
TEAM,TOGETHER,0.094
TEAM,BASEBALL,0.071
TEAM,EFFORT,0.039
TEAM,PLAY,0.031
TEAM,PLAYER,0.031
TEAM,SPIRIT,0.031
TEAM,WORK,0.031
TEAM,BASKETBALL,0.024
TEAM,CLUB,0.016
TEAM,COACH,0.016
TEAM,COOPERATION,0.016
TEAM,ESPRIT,0.016
TEAM,SOCCER,0.016
TEAM,WIN,0.016
TEAPOT,TEA,0.182
TEAPOT,KETTLE,0.155
TEAPOT,HOT,0.081
TEAPOT,WHISTLE,0.068
TEAPOT,COFFEE POT,0.041
TEAPOT,COFFEE,0.034
TEAPOT,STEAM,0.034
TEAPOT,WATER,0.034
TEAPOT,CUP,0.027
TEAPOT,DRINK,0.027
TEAPOT,BOIL,0.02
TEAPOT,ENGLAND,0.02
TEAPOT,SHORT,0.02
TEAPOT,CHINA,0.014
TEAPOT,KITCHEN,0.014
TEAPOT,LITTLE,0.014
TEAPOT,SMOKE,0.014
TEAPOT,STOVE,0.014
TEAPOT,TEA BAG,0.014
TEAR,RIP,0.31
TEAR,CRY,0.303
TEAR,SAD,0.076
TEAR,PAPER,0.055
TEAR,EYE,0.041
TEAR,DROP,0.034
TEAR,APART,0.021
TEAR,SHIRT,0.014
TEAR,WEAR,0.014
TEARS,CRY,0.493
TEARS,SAD,0.142
TEARS,EYE,0.088
TEARS,WATER,0.041
TEARS,SWEAT,0.034
TEARS,SALT,0.027
TEARS,PAIN,0.02
TEARS,RIP,0.02
TEARS,SORROW,0.02
TEARS,WET,0.014
TEASE,FLIRT,0.082
TEASE,MEAN,0.082
TEASE,PLAY,0.075
TEASE,BOTHER,0.041
TEASE,CRY,0.034
TEASE,FUN,0.034
TEASE,GIRL,0.034
TEASE,TAUNT,0.034
TEASE,JOKE,0.027
TEASE,STRIP,0.027
TEASE,TICKLE,0.027
TEASE,BROTHER,0.021
TEASE,CHILD,0.021
TEASE,ANNOY,0.014
TEASE,BAD,0.014
TEASE,CHILDREN,0.014
TEASE,FAKE,0.014
TEASE,HAIR,0.014
TEASE,HURT,0.014
TEASE,PICK ON,0.014
TEASE,RIDICULE,0.014
TECHNICIAN,ELECTRICITY,0.105
TECHNICIAN,MECHANIC,0.099
TECHNICIAN,ELECTRICIAN,0.092
TECHNICIAN,WORKER,0.059
TECHNICIAN,LAB,0.053
TECHNICIAN,ENGINEER,0.046
TECHNICIAN,FIX,0.039
TECHNICIAN,COMPUTER,0.033
TECHNICIAN,MACHINE,0.026
TECHNICIAN,MAN,0.026
TECHNICIAN,AUTO,0.02
TECHNICIAN,CAR,0.02
TECHNICIAN,JOB,0.02
TECHNICIAN,MONEY,0.02
TECHNICIAN,PLUMBER,0.02
TECHNICIAN,REPAIR,0.02
TECHNICIAN,TELEVISION,0.02
TECHNICIAN,TOOLS,0.02
TECHNICIAN,HOSPITAL,0.013
TECHNICIAN,TECHNICAL,0.013
TECHNICIAN,WORK,0.013
TECHNICIAN,X-RAY,0.013
TECHNIQUE,STYLE,0.2
TECHNIQUE,WAY,0.14
TECHNIQUE,METHOD,0.113
TECHNIQUE,SKILL,0.1
TECHNIQUE,NAILS,0.02
TECHNIQUE,SEX,0.02
TECHNIQUE,STEREO,0.02
TECHNIQUE,ART,0.013
TECHNIQUE,DANCE,0.013
TECHNIQUE,DOING,0.013
TECHNIQUE,KARATE,0.013
TECHNIQUE,KNOWLEDGE,0.013
TECHNIQUE,MOVE,0.013
TECHNIQUE,PRACTICE,0.013
TECHNIQUE,WORK,0.013
TECHNOLOGY,COMPUTER,0.234
TECHNOLOGY,SCIENCE,0.11
TECHNOLOGY,ADVANCE,0.104
TECHNOLOGY,SPACE,0.058
TECHNOLOGY,FUTURE,0.052
TECHNOLOGY,MACHINE,0.045
TECHNOLOGY,NEW,0.045
TECHNOLOGY,MODERN,0.032
TECHNOLOGY,ELECTRONIC,0.019
TECHNOLOGY,GOOD,0.019
TECHNOLOGY,MEDICINE,0.019
TECHNOLOGY,TODAY,0.019
TECHNOLOGY,CHANGE,0.013
TECHNOLOGY,DISCOVERY,0.013
TECHNOLOGY,EQUIPMENT,0.013
TECHNOLOGY,EXPERIMENTS,0.013
TECHNOLOGY,KNOWLEDGE,0.013
TECHNOLOGY,TELEVISION,0.013
TEENAGER,YOUNG,0.138
TEENAGER,ADOLESCENT,0.072
TEENAGER,KID,0.072
TEENAGER,TROUBLE,0.058
TEENAGER,ADULT,0.051
TEENAGER,REBELLIOUS,0.036
TEENAGER,YOUTH,0.036
TEENAGER,FUN,0.029
TEENAGER,GIRL,0.022
TEENAGER,HIGH SCHOOL,0.022
TEENAGER,PARTY,0.022
TEENAGER,ACNE,0.014
TEENAGER,CHILD,0.014
TEENAGER,CONFUSE,0.014
TEENAGER,DRUGS,0.014
TEENAGER,MONEY,0.014
TEENAGER,MUSIC,0.014
TEENAGER,NAIVE,0.014
TEENAGER,PERSON,0.014
TEENAGER,PROBLEM,0.014
TEENAGER,SEX,0.014
TEENAGER,TELEPHONE,0.014
TEETH,MOUTH,0.208
TEETH,WHITE,0.208
TEETH,GUMS,0.083
TEETH,DENTIST,0.056
TEETH,BRACES,0.049
TEETH,BRUSH,0.042
TEETH,SMILE,0.042
TEETH,CHEW,0.035
TEETH,CLEAN,0.035
TEETH,BITE,0.021
TEETH,CAVITY,0.021
TEETH,TOOTH,0.021
TEETH,WISDOM,0.021
TEETH,BONE,0.014
TEETH,MOLAR,0.014
TEETH,TONGUE,0.014
TELEPHONE,CALL,0.229
TELEPHONE,NUMBER,0.171
TELEPHONE,TALK,0.107
TELEPHONE,RING,0.1
TELEPHONE,COMMUNICATION,0.043
TELEPHONE,LINE,0.029
TELEPHONE,BILL,0.021
TELEPHONE,BOOK,0.021
TELEPHONE,CONVERSATION,0.021
TELEPHONE,OPERATOR,0.021
TELEPHONE,TELEVISION,0.021
TELEPHONE,ANSWERING MACHINE,0.014
TELEPHONE,BOOTH,0.014
TELEPHONE,COMPANY,0.014
TELEPHONE,CORD,0.014
TELEPHONE,RECEIVER,0.014
TELEPHONE,WIRE,0.014
TELESCOPE,STAR,0.473
TELESCOPE,MICROSCOPE,0.055
TELESCOPE,ASTRONOMY,0.041
TELESCOPE,SEE,0.041
TELESCOPE,SPACE,0.041
TELESCOPE,MOON,0.034
TELESCOPE,SKY,0.034
TELESCOPE,BINOCULARS,0.027
TELESCOPE,LOOK,0.027
TELESCOPE,LENS,0.021
TELESCOPE,CAMERA,0.014
TELESCOPE,CLOSE,0.014
TELESCOPE,FAR,0.014
TELESCOPE,MAGNIFY,0.014
TELESCOPE,PERISCOPE,0.014
TELESCOPE,SMALL,0.014
TELESCOPE,VISION,0.014
TELEVISION,RADIO,0.221
TELEVISION,SHOW,0.171
TELEVISION,WATCH,0.121
TELEVISION,SET,0.064
TELEVISION,ENTERTAINMENT,0.036
TELEVISION,BORING,0.021
TELEVISION,PICTURE,0.021
TELEVISION,STATION,0.021
TELEVISION,VIDEO,0.021
TELEVISION,CABLE,0.014
TELEVISION,CHANNEL,0.014
TELEVISION,COMMERCIAL,0.014
TELEVISION,COMMUNICATION,0.014
TELEVISION,MOVIE,0.014
TELEVISION,PROGRAM,0.014
TELEVISION,RELAXATION,0.014
TELEVISION,REMOTE,0.014
TELEVISION,SCREEN,0.014
TELEVISION,TUBE,0.014
TELL,SAY,0.167
TELL,TALK,0.133
TELL,SPEAK,0.111
TELL,STORY,0.072
TELL,SECRET,0.051
TELL,EXPLAIN,0.033
TELL,LIE,0.033
TELL,TOLD,0.033
TELL,TALE,0.028
TELL,TATTLE,0.028
TELL,RELATE,0.022
TELL,TRUTH,0.022
TELL,ASK,0.017
TELL,HEAR,0.017
TELL,INFORM,0.017
TELL,LISTEN,0.017
TELL,WILLIAM,0.017
TELL,SHOW,0.011
TELL,WHISPER,0.011
TELLER,BANK,0.814
TELLER,MONEY,0.069
TELLER,MACHINE,0.021
TELLER,BANKER,0.014
TEMPER,TANTRUM,0.229
TEMPER,ANGER,0.182
TEMPER,ANGRY,0.088
TEMPER,BAD,0.068
TEMPER,MAD,0.054
TEMPER,HOT,0.034
TEMPER,FLARE,0.027
TEMPER,ATTITUDE,0.02
TEMPER,CALM,0.014
TEMPER,CONTROL,0.014
TEMPER,FIGHT,0.014
TEMPER,FIT,0.014
TEMPER,FUSE,0.014
TEMPER,MEAN,0.014
TEMPER,MOOD,0.014
TEMPER,RED,0.014
TEMPER,SHORT,0.014
TEMPER,VIOLENT,0.014
TEMPERATURE,HOT,0.355
TEMPERATURE,HEAT,0.111
TEMPERATURE,DEGREE,0.087
TEMPERATURE,COLD,0.071
TEMPERATURE,CLIMATE,0.04
TEMPERATURE,THERMOMETER,0.032
TEMPERATURE,WARM,0.032
TEMPERATURE,WEATHER,0.032
TEMPERATURE,CELSIUS,0.016
TEMPERATURE,COOL,0.016
TEMPERATURE,FEVER,0.016
TEMPERATURE,KELVIN,0.016
TEMPLE,CHURCH,0.28
TEMPLE,SHRINE,0.121
TEMPLE,JEWISH,0.098
TEMPLE,HEAD,0.083
TEMPLE,WORSHIP,0.076
TEMPLE,GOD,0.061
TEMPLE,RELIGION,0.045
TEMPLE,FOREHEAD,0.03
TEMPLE,DOOM,0.023
TEMPLE,HOLY,0.023
TEMPLE,PRAY,0.023
TEMPLE,SYNAGOGUE,0.015
TEN,ELEVEN,0.18
TEN,TWENTY,0.14
TEN,NUMBER,0.116
TEN,NINE,0.062
TEN,DOLLARS,0.055
TEN,FINGERS,0.048
TEN,INDIANS,0.034
TEN,PERFECT,0.027
TEN,FIVE,0.021
TEN,CENTS,0.014
TEN,DICE,0.014
TEN,DIME,0.014
TEN,FOUR,0.014
TEN,HUNDRED,0.014
TEN,MINUTES,0.014
TEN,MONEY,0.014
TEN,ONE,0.014
TEN,PIN,0.014
TEN,THOUSAND,0.014
TEN,ZERO,0.014
TEND,CARE,0.068
TEND,TO,0.061
TEND,WATCH,0.061
TEND,LEAN,0.047
TEND,BAR,0.041
TEND,DO,0.041
TEND,HABIT,0.041
TEND,USUALLY,0.041
TEND,HELP,0.027
TEND,OFTEN,0.027
TEND,APT,0.02
TEND,BABY,0.02
TEND,INCLINE,0.02
TEND,SOMETIMES,0.02
TEND,WANT,0.02
TEND,ATTENTION,0.014
TEND,CHORES,0.014
TEND,FIX,0.014
TEND,GIVE,0.014
TEND,LEAVE,0.014
TEND,MEND,0.014
TEND,MIGHT,0.014
TEND,MOVE,0.014
TEND,SHEEP,0.014
TENDENCY,HABIT,0.199
TENDENCY,LIKELINESS,0.048
TENDENCY,SUICIDE,0.034
TENDENCY,OFTEN,0.027
TENDENCY,URGE,0.027
TENDENCY,ALWAYS,0.021
TENDENCY,DO,0.021
TENDENCY,FREQUENCY,0.021
TENDENCY,LEAN,0.021
TENDENCY,ABILITY,0.014
TENDENCY,APT,0.014
TENDENCY,INCLINATION,0.014
TENDENCY,LOT,0.014
TENDENCY,TOWARDS,0.014
TENDENCY,TREND,0.014
TENDENCY,USUAL,0.014
TENDENCY,WAY,0.014
TENDENCY,WEAKNESS,0.014
TENDENCY,WILL,0.014
TENDER,SOFT,0.297
TENDER,CASH,0.074
TENDER,STEAK,0.068
TENDER,MEAT,0.061
TENDER,LOVING,0.054
TENDER,SWEET,0.047
TENDER,LOVE,0.041
TENDER,MONEY,0.041
TENDER,GENTLE,0.027
TENDER,NICE,0.027
TENDER,TOUGH,0.027
TENDER,BABY,0.02
TENDER,MOMENT,0.02
TENDER,SORE,0.02
TENDER,CHICKEN,0.014
TENDER,JUICY,0.014
