cue,target,strength
ABILITY,MIND,0.014
ABILITY,PHYSICAL,0.014
ABILITY,SPORT,0.014
ABILITY,TO,0.014
ABILITY,UNABLE,0.014
ABILITY,WORK,0.014
ABLE,WILLING,0.264
ABLE,CAN,0.196
ABLE,CAPABLE,0.095
ABLE,UNABLE,0.095
ABLE,TO,0.047
ABLE,DISABLED,0.027
ABLE,DO,0.027
ABLE,BODIED,0.02
ABLE,HANDICAPPED,0.02
ABLE,STRONG,0.02
ABLE,ABILITY,0.014
ABLE,CAIN,0.014
ABLE,EASY,0.014
ABLE,READY,0.014
ABLE,WELL,0.014
ABNORMAL,NORMAL,0.281
ABNORMAL,WEIRD,0.216
ABNORMAL,STRANGE,0.108
ABNORMAL,DIFFERENT,0.05
ABNORMAL,RETARDED,0.036
ABNORMAL,CRAZY,0.029
ABNORMAL,ODD,0.029
ABNORMAL,DEFORMED,0.014
ABNORMAL,INSANE,0.014
ABNORMAL,ME,0.014
ABNORMAL,PSYCHOLOGY,0.014
ABNORMAL,UNCOMMON,0.014
ABNORMAL,UNUSUAL,0.014
ABOVE,BELOW,0.564
ABOVE,BEYOND,0.114
ABOVE,UP,0.064
ABOVE,HIGH,0.057
ABOVE,OVER,0.043
ABOVE,TOP,0.036
ABOVE,AVERAGE,0.014
ABOVE,CLOUD,0.014
ABOVE,SKY,0.014
ABSENCE,GOOD,0.145
ABSENCE,PRESENT,0.099
ABSENCE,MISSING,0.086
ABSENCE,SICK,0.079
ABSENCE,PRESENCE,0.059
ABSENCE,TARDY,0.046
ABSENCE,ATTENDANCE,0.039
ABSENCE,NOT THERE,0.033
ABSENCE,AWAY,0.026
ABSENCE,CLASS,0.026
ABSENCE,HERE,0.026
ABSENCE,SCHOOL,0.02
ABSENCE,ALONE,0.013
ABSENCE,EMPTY,0.013
ABSENCE,EXCUSE,0.013
ABSENCE,ILLNESS,0.013
ABSENCE,KIDS,0.013
ABSENCE,MIND,0.013
ABSENCE,NOT,0.013
ABSENCE,VOID,0.013
ABSENCE,WITHDRAWAL,0.013
ABSENCE,WITHOUT,0.013
ABSENT,PRESENT,0.294
ABSENT,GONE,0.133
ABSENT,MINDED,0.091
ABSENT,MISSING,0.077
ABSENT,HERE,0.056
ABSENT,SICK,0.056
ABSENT,NOT HERE,0.042
ABSENT,SCHOOL,0.042
ABSENT,TARDY,0.035
ABSENT,AWAY,0.021
ABSENT,LOST,0.021
ABSENT,THERE,0.014
ABSTRACT,ART,0.233
ABSTRACT,PAINTING,0.103
ABSTRACT,CONCRETE,0.041
ABSTRACT,DIFFERENT,0.041
ABSTRACT,WEIRD,0.034
ABSTRACT,UNCLEAR,0.027
ABSTRACT,MIND,0.021
ABSTRACT,THOUGHT,0.021
ABSTRACT,WILD,0.021
ABSTRACT,BLACK,0.014
ABSTRACT,COMPLEX,0.014
ABSTRACT,DRAW,0.014
ABSTRACT,GEOMETRY,0.014
ABSTRACT,IDEA,0.014
ABSTRACT,MATH,0.014
ABSTRACT,PICASSO,0.014
ABSTRACT,THINK,0.014
ABSTRACT,UNREAL,0.014
ABSURD,RIDICULOUS,0.268
ABSURD,CRAZY,0.137
ABSURD,STUPID,0.137
ABSURD,WEIRD,0.052
ABSURD,STRANGE,0.039
ABSURD,DUMB,0.033
ABSURD,NONSENSE,0.026
ABSURD,SILLY,0.026
ABSURD,OUTRAGEOUS,0.02
ABSURD,UNBELIEVABLE,0.02
ABSURD,UNHEARD OF,0.02
ABSURD,FUNNY,0.013
ABSURD,IMPOSSIBLE,0.013
ABSURD,LUDICROUS,0.013
ABUNDANCE,LOTS,0.224
ABUNDANCE,PLENTY,0.125
ABUNDANCE,MANY,0.079
ABUNDANCE,MONEY,0.039
ABUNDANCE,FOOD,0.033
ABUNDANCE,MUCH,0.033
ABUNDANCE,LACK,0.026
ABUNDANCE,SCARCITY,0.026
ABUNDANCE,FULL,0.02
ABUNDANCE,EXCESS,0.013
ABUNDANCE,FAMINE,0.013
ABUNDANCE,LARGE,0.013
ABUNDANCE,LITTLE,0.013
ABUNDANCE,MORE,0.013
ABUNDANCE,MYRIAD,0.013
ABUNDANCE,OVERWHELMING,0.013
ABUNDANCE,PEOPLE,0.013
ABUNDANCE,PLETHORA,0.013
ABUNDANCE,TREES,0.013
ABUNDANCE,VARIETY,0.013
ABUNDANCE,WATER,0.013
ABUSE,CHILD,0.293
ABUSE,HURT,0.141
ABUSE,HIT,0.091
ABUSE,BEAT,0.076
ABUSE,NEGLECT,0.066
ABUSE,DRUG,0.045
ABUSE,MISTREAT,0.045
ABUSE,ALCOHOL,0.03
ABUSE,BAD,0.025
ABUSE,PAIN,0.025
ABUSE,USE,0.015
ABUSE,VIOLENT,0.015
ABUSE,FIGHT,0.01
ABUSE,SEXUAL,0.01
ABUSE,SPOUSE,0.01
ACCELERATE,SPEED,0.386
ACCELERATE,FAST,0.271
ACCELERATE,CAR,0.114
ACCELERATE,DECELERATE,0.029
ACCELERATE,GAS,0.029
ACCELERATE,INCREASE,0.029
ACCELERATE,GO,0.014
ACCELERATE,PEDAL,0.014
ACCELERATE,RACE,0.014
ACCELERATE,SLOW,0.014
ACCELERATE,STOP,0.014
ACCEPT,TAKE,0.168
ACCEPT,REJECT,0.107
ACCEPT,DENY,0.094
ACCEPT,AGREE,0.074
ACCEPT,UNDERSTAND,0.047
ACCEPT,ALLOW,0.034
ACCEPT,BELIEVE,0.027
ACCEPT,ACKNOWLEDGE,0.02
ACCEPT,UNACCEPTABLE,0.02
ACCEPT,EXCEPT,0.013
ACCEPT,GIFT,0.013
ACCEPT,GIVE,0.013
ACCEPT,GOOD,0.013
ACCEPT,LIKE,0.013
ACCEPT,MONEY,0.013
ACCEPT,RECEIVE,0.013
ACCEPT,WANT,0.013
ACCEPT,YES,0.013
ACCIDENT,CAR,0.358
ACCIDENT,CRASH,0.128
ACCIDENT,MISTAKE,0.074
ACCIDENT,WRECK,0.054
ACCIDENT,INJURY,0.034
ACCIDENT,BAD,0.027
ACCIDENT,UNINTENTIONAL,0.027
ACCIDENT,HURT,0.02
ACCIDENT,PAIN,0.02
ACCIDENT,PRONE,0.02
ACCIDENT,PURPOSE,0.02
ACCIDENT,VICTIM,0.02
ACCIDENT,AMBULANCE,0.014
ACCIDENT,DANGER,0.014
ACCIDENT,FALL,0.014
ACCIDENT,MISHAP,0.014
ACCIDENT,OOPS,0.014
ACCIDENT,PROBLEM,0.014
ACCIDENT,SORRY,0.014
ACCIDENT,TRAGEDY,0.014
ACCOMPLISH,FINISH,0.34
ACCOMPLISH,DO,0.143
ACCOMPLISH,ACHIEVE,0.122
ACCOMPLISH,GOAL,0.075
ACCOMPLISH,SUCCEED,0.075
ACCOMPLISH,COMPLETE,0.054
ACCOMPLISH,WIN,0.027
ACCOMPLISH,NOTHING,0.02
ACCOMPLISHED,FINISHED,0.162
ACCOMPLISHED,DONE,0.122
ACCOMPLISHED,GOAL,0.074
ACCOMPLISHED,SUCCESSFUL,0.074
ACCOMPLISHED,ACHIEVEMENT,0.068
ACCOMPLISHED,WRITER,0.034
ACCOMPLISHED,GOOD,0.027
ACCOMPLISHED,PROUD,0.027
ACCOMPLISHED,ATTAINED,0.02
ACCOMPLISHED,DID,0.02
ACCOMPLISHED,COMPLETED,0.014
ACCOMPLISHED,ESTABLISHED,0.014
ACCOMPLISHED,GRADUATED,0.014
ACCOMPLISHED,HAPPY,0.014
ACCOMPLISHED,PIANIST,0.014
ACCOMPLISHED,PRODUCTIVE,0.014
ACCOMPLISHED,SMART,0.014
ACCOMPLISHED,TALENTED,0.014
ACCOMPLISHED,WORK,0.014
ACCOUNT,MONEY,0.312
ACCOUNT,BANK,0.277
ACCOUNT,NUMBER,0.092
ACCOUNT,CHECKING,0.035
ACCOUNT,BOOK,0.021
ACCOUNT,CHARGE,0.021
ACCOUNT,CHECKBOOK,0.021
ACCOUNT,FOR,0.021
ACCOUNT,LIST,0.021
ACCOUNT,ANTE,0.014
ACCOUNT,BALANCE,0.014
ACCOUNT,LOG,0.014
ACCOUNT,SAVINGS,0.014
ACCOUNT,STORE,0.014
ACCUMULATE,GATHER,0.205
ACCUMULATE,COLLECT,0.159
ACCUMULATE,PILE,0.066
ACCUMULATE,ADD,0.053
ACCUMULATE,BUILD,0.04
ACCUMULATE,GAIN,0.04
ACCUMULATE,ACQUIRE,0.026
ACCUMULATE,CLUTTER,0.026
ACCUMULATE,GROW,0.02
ACCUMULATE,MONEY,0.02
ACCUMULATE,SAVE,0.02
ACCUMULATE,STORE,0.02
ACCUMULATE,WEALTH,0.02
ACCUMULATE,ADDITION,0.013
ACCUMULATE,AMASS,0.013
ACCUMULATE,LOTS,0.013
ACCUMULATE,NUMBERS,0.013
ACCUMULATE,PAPER,0.013
ACCUMULATE,THINGS,0.013
ACCUMULATE,TOGETHER,0.013
ACCURATE,CORRECT,0.215
ACCURATE,RIGHT,0.168
ACCURATE,PRECISE,0.134
ACCURATE,TRUE,0.04
ACCURATE,EXACT,0.027
ACCURATE,FALSE,0.02
ACCURATE,CALCULATOR,0.013
ACCURATE,CLOSE,0.013
ACCURATE,CONCISE,0.013
ACCURATE,DETAILED,0.013
ACCURATE,GOOD,0.013
ACCURATE,INACCURATE,0.013
ACCURATE,PERFECT,0.013
ACCURATE,STRAIGHT,0.013
ACCURATE,WRONG,0.013
ACCUSE,BLAME,0.159
ACCUSE,GUILTY,0.098
ACCUSE,CRIME,0.038
ACCUSE,GUILT,0.038
ACCUSE,PROSECUTE,0.038
ACCUSE,VICTIM,0.038
ACCUSE,COURT,0.03
ACCUSE,LAWYER,0.03
ACCUSE,POINT,0.03
ACCUSE,DEFEND,0.023
ACCUSE,DENY,0.023
ACCUSE,JUDGE,0.023
ACCUSE,LIE,0.023
ACCUSE,TELL,0.023
ACCUSE,TRIAL,0.023
ACCUSE,YELL,0.023
ACCUSE,CHARGE,0.015
ACCUSE,CLAIM,0.015
ACCUSE,CRIMINAL,0.015
ACCUSE,POLICE,0.015
ACE,CARDS,0.303
ACE,BANDAGE,0.131
ACE,SPADES,0.11
ACE,HOLE,0.062
ACE,DEUCE,0.028
ACE,POKER,0.028
ACE,EXPERT,0.021
ACE,HARDWARE,0.021
ACE,KING,0.021
ACE,TENNIS,0.021
ACE,TOP,0.021
ACE,JACK,0.014
ACE,ONE,0.014
ACE,SMART,0.014
ACE,WINNER,0.014
ACHE,PAIN,0.507
ACHE,HEAD,0.188
ACHE,HURT,0.153
ACHE,BACK,0.042
ACHE,SORE,0.021
ACHE,BELLY,0.014
ACHE,TOOTH,0.014
ACHIEVE,GOAL,0.22
ACHIEVE,ACCOMPLISH,0.076
ACHIEVE,SUCCESS,0.076
ACHIEVE,WIN,0.076
ACHIEVE,GAIN,0.053
ACHIEVE,GET,0.045
ACHIEVE,DO,0.038
ACHIEVE,FAIL,0.038
ACHIEVE,SUCCEED,0.038
ACHIEVE,STRIVE,0.03
ACHIEVE,FINISH,0.023
ACHIEVE,GRADE,0.023
ACHIEVE,CONQUER,0.015
ACHIEVE,EARN,0.015
ACHIEVE,GREAT,0.015
ACHIEVE,REACH,0.015
ACHIEVE,RECEIVE,0.015
ACHIEVEMENT,GOAL,0.221
ACHIEVEMENT,SUCCESS,0.161
ACHIEVEMENT,ACCOMPLISH,0.081
ACHIEVEMENT,AWARD,0.081
ACHIEVEMENT,GRADE,0.04
ACHIEVEMENT,FAILURE,0.034
ACHIEVEMENT,HONOR,0.034
ACHIEVEMENT,A,0.02
ACHIEVEMENT,PRIDE,0.02
ACHIEVEMENT,WIN,0.02
ACHIEVEMENT,WORK,0.02
ACHIEVEMENT,COLLEGE,0.013
ACHIEVEMENT,DEGREE,0.013
ACHIEVEMENT,GPA,0.013
ACHIEVEMENT,GREAT,0.013
ACHIEVEMENT,MONEY,0.013
ACHIEVEMENT,TEST,0.013
ACID,RAIN,0.177
ACID,BURN,0.15
ACID,BASE,0.122
ACID,DRUG,0.102
ACID,CHEMICAL,0.082
ACID,TRIP,0.061
ACID,LSD,0.034
ACID,DANGEROUS,0.027
ACID,BASIC,0.014
ACID,BATTERY,0.014
ACID,CHEMISTRY,0.014
ACID,DROP,0.014
ACID,HIT,0.014
ACID,PAIN,0.014
ACID,SOUR,0.014
ACKNOWLEDGE,KNOW,0.193
ACKNOWLEDGE,ACCEPT,0.069
ACKNOWLEDGE,PRESENCE,0.055
ACKNOWLEDGE,GREET,0.041
ACKNOWLEDGE,NOTICE,0.041
ACKNOWLEDGE,RECOGNITION,0.041
ACKNOWLEDGE,UNDERSTAND,0.041
ACKNOWLEDGE,HELLO,0.034
ACKNOWLEDGE,SEE,0.034
ACKNOWLEDGE,ADMIT,0.028
ACKNOWLEDGE,EXIST,0.021
ACKNOWLEDGE,IGNORE,0.021
ACKNOWLEDGE,NOD,0.021
ACKNOWLEDGE,REALIZE,0.021
ACKNOWLEDGE,RESPECT,0.021
ACKNOWLEDGE,SHOW,0.021
ACKNOWLEDGE,AGREE,0.014
ACKNOWLEDGE,CREDIT,0.014
ACKNOWLEDGE,KNOWLEDGE,0.014
ACKNOWLEDGE,RESPOND,0.014
ACKNOWLEDGE,SPEAK,0.014
ACKNOWLEDGE,YES,0.014
ACORN,TREE,0.374
ACORN,SQUIRREL,0.324
ACORN,NUT,0.122
ACORN,SEED,0.022
ACORN,SQUASH,0.022
ACORN,CHIPMUNK,0.014
ACQUIRE,GET,0.397
ACQUIRE,GAIN,0.055
ACQUIRE,TAKE,0.048
ACQUIRE,ACCUMULATE,0.041
ACQUIRE,KNOWLEDGE,0.041
ACQUIRE,TASTE,0.041
ACQUIRE,OBTAIN,0.034
ACQUIRE,RECEIVE,0.027
ACQUIRE,ASK,0.021
ACQUIRE,BUY,0.021
ACQUIRE,COLLECT,0.021
ACQUIRE,OWN,0.021
ACQUIRE,HAVE,0.014
ACQUIRE,INHERIT,0.014
ACQUIRE,MONEY,0.014
ACQUIRE,STEAL,0.014
ACQUIRE,WEALTH,0.014
ACRE,LAND,0.675
ACRE,FARM,0.04
ACRE,AREA,0.032
ACRE,PLOT,0.032
ACRE,GREEN,0.024
ACRE,LOT,0.024
ACRE,MILE,0.024
ACRE,YARD,0.024
ACRE,PROPERTY,0.016
ACROBAT,GYMNAST,0.201
ACROBAT,CIRCUS,0.175
ACROBAT,FLIP,0.097
ACROBAT,GYMNASTICS,0.045
ACROBAT,TRAPEZE,0.032
ACROBAT,DANCER,0.026
ACROBAT,GYM,0.026
ACROBAT,LIMBER,0.026
ACROBAT,ATHLETE,0.019
ACROBAT,FLY,0.019
ACROBAT,JUGGLE,0.019
ACROBAT,JUMP,0.019
ACROBAT,ROPE,0.019
ACROBAT,AIR,0.013
ACROBAT,FLEXIBLE,0.013
ACROBAT,HIGH WIRE,0.013
ACROBAT,OLYMPICS,0.013
ACROBAT,TIGHTROPE,0.013
ACROBAT,U2,0.013
ACT,PLAY,0.182
ACT,PRETEND,0.176
ACT,THEATER,0.101
ACT,DO,0.074
ACT,DRAMA,0.061
ACT,ACTOR,0.034
ACT,TEST,0.027
ACT,PERFORM,0.02
ACT,PORTRAY,0.02
ACT,SAT,0.02
ACT,TOUGH,0.02
ACT,FAIL,0.014
ACT,OUT,0.014
ACT,REAL,0.014
ACT,SING,0.014
ACT,SMART,0.014
ACTION,MOVEMENT,0.13
ACTION,REACTION,0.094
ACTION,MOVIE,0.087
ACTION,MOTION,0.058
ACTION,ADVENTURE,0.051
ACTION,RUN,0.051
ACTION,MOVE,0.043
ACTION,VERB,0.029
ACTION,CAMERA,0.022
ACTION,GO,0.022
ACTION,PACKED,0.022
ACTION,SUSPENSE,0.022
ACTION,TAKE,0.022
ACTION,DO,0.014
ACTION,EXCITING,0.014
ACTION,FAST,0.014
ACTION,FIGHT,0.014
ACTION,GAME,0.014
ACTION,SPEED,0.014
ACTION,STOP,0.014
ACTIVE,SPORTS,0.087
ACTIVE,BUSY,0.08
ACTIVE,ATHLETIC,0.06
ACTIVE,RUN,0.053
ACTIVE,ENERGY,0.047
ACTIVE,INACTIVE,0.047
ACTIVE,PASSIVE,0.047
ACTIVE,EXERCISE,0.04
ACTIVE,LAZY,0.033
ACTIVE,MOVING,0.027
ACTIVE,HYPER,0.02
ACTIVE,ALIVE,0.013
ACTIVE,BOY,0.013
ACTIVE,FIT,0.013
ACTIVE,HAPPY,0.013
ACTIVE,HEALTHY,0.013
ACTIVE,INVOLVED,0.013
ACTIVE,LIFESTYLE,0.013
ACTIVE,RUNNER,0.013
ACTIVE,RUNNING,0.013
ACTIVE,YOUNG,0.013
ACTIVITY,FUN,0.127
ACTIVITY,SPORT,0.127
ACTIVITY,BUSY,0.08
ACTIVITY,GAME,0.053
ACTIVITY,RUN,0.04
ACTIVITY,WORK,0.04
ACTIVITY,ENERGY,0.033
ACTIVITY,BASKETBALL,0.027
ACTIVITY,LAZY,0.027
ACTIVITY,MOVEMENT,0.027
ACTIVITY,ACTIVE,0.02
ACTIVITY,EXTRACURRICULAR,0.02
ACTIVITY,PLAY,0.02
ACTIVITY,SEX,0.02
ACTIVITY,EVENT,0.013
ACTIVITY,EXERCISE,0.013
ACTIVITY,HOBBY,0.013
ACTIVITY,JOB,0.013
ACTIVITY,SCHOOL,0.013
ACTIVITY,TENNIS,0.013
ACTIVITY,TIRED,0.013
ACTIVITY,VOLLEYBALL,0.013
ACTOR,ACTRESS,0.578
ACTOR,MOVIE,0.074
ACTOR,STAGE,0.074
ACTOR,TELEVISION,0.041
ACTOR,PLAY,0.027
ACTOR,THESPIAN,0.02
ACTOR,COMEDIAN,0.014
ACTOR,HOLLYWOOD,0.014
ACTOR,MALE,0.014
ACTOR,MAN,0.014
ACTOR,PERSON,0.014
ACTOR,ROLE,0.014
ACTOR,STAR,0.014
ACTOR,THEATER,0.014
ACTRESS,ACTOR,0.507
ACTRESS,MOVIE,0.066
ACTRESS,WOMAN,0.053
ACTRESS,STAR,0.046
ACTRESS,FAME,0.039
ACTRESS,TELEVISION,0.026
ACTRESS,GIRL,0.02
ACTRESS,ACT,0.013
ACTRESS,BEAUTY,0.013
ACTRESS,MODEL,0.013
ACTRESS,PRETTY,0.013
AD,NEWSPAPER,0.252
AD,COMMERCIAL,0.079
AD,PAPER,0.079
AD,SUBTRACT,0.079
AD,DROP,0.04
AD,MAGAZINE,0.04
AD,SELL,0.033
AD,CAMPAIGN,0.026
AD,CLASSIFIED,0.026
AD,TELEVISION,0.026
AD,BUSINESS,0.02
AD,COLUMN,0.02
AD,ADVERTISE,0.013
AD,ADVERTISEMENT,0.013
AD,GONE,0.013
AD,MESSAGE,0.013
AD,MONEY,0.013
AD,NEWS,0.013
AD,SALE,0.013
ADD,SUBTRACT,0.685
ADD,PLUS,0.094
ADD,MULTIPLY,0.05
ADD,MINUS,0.022
ADD,INCREASE,0.017
ADD,MATH,0.017
ADD,SUM,0.017
ADD,DROP,0.011
ADD,JOIN,0.011
ADD,MORE,0.011
ADD,NUMBERS,0.011
ADDICT,DRUGS,0.691
ADDICT,COCAINE,0.04
ADDICT,HEROIN,0.034
ADDICT,HOOKED,0.027
ADDICT,ALCOHOL,0.02
ADDICT,CRAZY,0.02
ADDICT,NEED,0.02
ADDICT,DEPENDENT,0.013
ADDICT,HELPLESS,0.013
ADDICTION,DRUG,0.664
ADDICTION,COCAINE,0.055
ADDICTION,NEED,0.055
ADDICTION,PROBLEM,0.041
ADDICTION,JANE'S,0.034
ADDICTION,CRACK,0.021
ADDICTION,BAD,0.014
ADDICTION,HABIT,0.014
ADDITION,SUBTRACTION,0.621
ADDITION,MATH,0.124
ADDITION,PLUS,0.078
ADDITION,MORE,0.039
ADDITION,ADD,0.026
ADDITION,ALSO,0.013
ADDITION,EXTRA,0.013
ADDITION,NUMBERS,0.013
ADDRESS,HOME,0.273
ADDRESS,PHONE,0.133
ADDRESS,HOUSE,0.093
ADDRESS,STREET,0.087
ADDRESS,BOOK,0.073
ADDRESS,MAIL,0.04
ADDRESS,NAME,0.027
ADDRESS,LETTER,0.02
ADDRESS,NUMBER,0.02
ADDRESS,RESIDENCE,0.02
ADDRESS,ZIP CODE,0.02
ADDRESS,CITY,0.013
ADDRESS,LIVE,0.013
ADDRESS,MINE,0.013
ADDRESS,NEW YORK,0.013
ADDRESS,TALK,0.013
ADJECTIVE,NOUN,0.333
ADJECTIVE,VERB,0.181
ADJECTIVE,ADVERB,0.152
ADJECTIVE,DESCRIBE,0.051
ADJECTIVE,ENGLISH,0.043
ADJECTIVE,OBJECTIVE,0.029
ADJECTIVE,PRONOUN,0.022
ADJECTIVE,BLUE,0.014
ADJECTIVE,LEARN,0.014
ADJECTIVE,SUBJECTIVE,0.014
ADJECTIVE,WORD,0.014
ADJOURN,LEAVE,0.201
ADJOURN,END,0.141
ADJOURN,COURT,0.081
ADJOURN,MEETING,0.067
ADJOURN,DISMISS,0.06
ADJOURN,STOP,0.047
ADJOURN,FINISH,0.04
ADJOURN,CLOSE,0.027
ADJOURN,OVER,0.027
ADJOURN,QUIT,0.02
ADJOURN,RECESS,0.02
ADJOURN,GO,0.013
ADJOURN,JOIN,0.013
ADJOURN,JUDGE,0.013
ADJOURN,NEXT,0.013
ADJOURN,START,0.013
ADJUSTMENT,CHANGE,0.209
ADJUSTMENT,FIX,0.196
ADJUSTMENT,MOVE,0.061
ADJUSTMENT,ALTER,0.041
ADJUSTMENT,BELT,0.02
ADJUSTMENT,BRA,0.02
ADJUSTMENT,CHIROPRACTOR,0.02
ADJUSTMENT,CORRECTION,0.02
ADJUSTMENT,ARRANGE,0.014
ADJUSTMENT,CAR,0.014
ADJUSTMENT,COMPROMISE,0.014
ADJUSTMENT,KNOB,0.014
ADJUSTMENT,LOOSE,0.014
ADJUSTMENT,TELEVISION,0.014
ADMIRE,LIKE,0.294
ADMIRE,RESPECT,0.15
ADMIRE,LOVE,0.089
ADMIRE,ADORE,0.039
ADMIRE,BEAUTY,0.028
ADMIRE,ENVY,0.028
ADMIRE,COMPLIMENT,0.022
ADMIRE,WANT,0.022
ADMIRE,WORSHIP,0.022
ADMIRE,ADMONISH,0.017
ADMIRE,PRAISE,0.017
ADMIRE,BEAUTIFUL,0.011
ADMIRE,CUTE,0.011
ADMIRE,DISLIKE,0.011
ADMIRE,FOND,0.011
ADMIRE,IDOL,0.011
ADMIRE,IDOLIZE,0.011
ADMISSION,TICKET,0.245
ADMISSION,ENTER,0.19
ADMISSION,IN,0.068
ADMISSION,SCHOOL,0.061
ADMISSION,ACCEPT,0.048
ADMISSION,COLLEGE,0.048
ADMISSION,MONEY,0.048
ADMISSION,GUILT,0.034
ADMISSION,MOVIE,0.027
ADMISSION,PAY,0.027
ADMISSION,ALLOW,0.02
ADMISSION,DENY,0.014
ADMISSION,FEE,0.014
ADMISSION,OPEN,0.014
ADMISSION,PRICE,0.014
ADMISSION,TEST,0.014
ADMIT,CONFESS,0.131
ADMIT,TELL,0.09
ADMIT,DENY,0.062
ADMIT,GUILT,0.062
ADMIT,LIE,0.055
ADMIT,TRUTH,0.055
ADMIT,WRONG,0.055
ADMIT,ALLOW,0.034
ADMIT,ENTER,0.028
ADMIT,GIVE,0.028
ADMIT,SAY,0.028
ADMIT,AGREE,0.021
ADMIT,GUILTY,0.021
ADMIT,ONE,0.021
ADMIT,ADMISSION,0.014
ADMIT,ANSWER,0.014
ADMIT,BLAME,0.014
ADMIT,HONEST,0.014
ADOLESCENT,CHILD,0.262
ADOLESCENT,TEENAGER,0.262
ADOLESCENT,YOUNG,0.131
ADOLESCENT,ADULT,0.076
ADOLESCENT,YOUTH,0.062
ADOLESCENT,PUBERTY,0.041
ADOLESCENT,KID,0.028
ADOLESCENT,JUVENILE,0.014
ADORABLE,CUTE,0.689
ADORABLE,BABY,0.061
ADORABLE,PRETTY,0.041
ADORABLE,PUPPY,0.034
ADORABLE,LOVABLE,0.02
ADORABLE,CUDDLY,0.014
ADORABLE,KITTEN,0.014
ADORABLE,TEDDY BEAR,0.014
ADORE,LOVE,0.565
ADORE,LIKE,0.143
ADORE,ADMIRE,0.091
ADORE,CUTE,0.039
ADORE,CARE,0.013
ADORE,HATE,0.013
ADORE,PEOPLE,0.013
ADORN,DECORATE,0.139
ADORN,LOVE,0.133
ADORN,HAIRSPRAY,0.089
ADORN,ADMIRE,0.033
ADORN,DRESS,0.033
ADORN,JEWELRY,0.028
ADORN,ORNAMENT,0.028
ADORN,JEWEL,0.022
ADORN,LIKE,0.022
ADORN,WORSHIP,0.022
ADORN,PRAISE,0.017
ADORN,WEAR,0.017
ADORN,CHRISTMAS,0.011
ADORN,COVER,0.011
ADORN,CROWN,0.011
ADORN,FIX,0.011
ADORN,GIVE,0.011
ADORN,LAVISH,0.011
ADORN,PLACE,0.011
ADORN,PRETTY,0.011
ADORN,PUT ON,0.011
ADORN,SHOWER,0.011
ADORN,TREE,0.011
ADULT,CHILD,0.459
ADULT,PARENT,0.115
ADULT,KID,0.047
ADULT,MATURE,0.041
ADULT,OLD,0.041
ADULT,RESPONSIBLE,0.041
ADULT,EIGHTEEN,0.034
ADULT,GROWN,0.027
ADULT,MOTHER,0.02
ADULT,PERSON,0.02
ADULT,FATHER,0.014
ADULT,YOUTH,0.014
ADULTERY,CHEAT,0.333
ADULTERY,SEX,0.133
ADULTERY,SIN,0.113
ADULTERY,MAN,0.04
ADULTERY,AFFAIR,0.033
ADULTERY,BAD,0.02
ADULTERY,CRIME,0.02
ADULTERY,FORNICATION,0.013
ADULTERY,MARRIAGE,0.013
ADULTERY,SCARLET,0.013
ADULTERY,WOMEN,0.013
ADULTS,CHILDREN,0.267
ADULTS,PARENTS,0.13
ADULTS,CHILD,0.068
ADULTS,KIDS,0.068
ADULTS,PEOPLE,0.062
ADULTS,GROWN-UPS,0.048
ADULTS,OLD,0.041
