cue,target,strength
GARBAGE,PAIL,0.021
GARBAGE,REFUSE,0.021
GARBAGE,DISPOSAL,0.015
GARBAGE,GROSS,0.015
GARBAGE,OUT,0.015
GARBAGE,MAN,0.01
GARBAGE,RUBBISH,0.01
GARDEN,FLOWER,0.391
GARDEN,HOSE,0.132
GARDEN,PLANT,0.119
GARDEN,VEGETABLES,0.086
GARDEN,ROSE,0.073
GARDEN,WEED,0.026
GARDEN,DIRT,0.02
GARDEN,EDEN,0.02
GARDEN,FOOD,0.013
GARDEN,MEMORY,0.013
GARDEN,NURSERY,0.013
GARDEN,PEAS,0.013
GARDEN,PRETTY,0.013
GARDEN,TOMATO,0.013
GARLIC,BREAD,0.178
GARLIC,SMELL,0.13
GARLIC,SALT,0.089
GARLIC,ONION,0.075
GARLIC,VAMPIRE,0.068
GARLIC,BREATH,0.062
GARLIC,CLOVE,0.048
GARLIC,ITALIAN,0.048
GARLIC,ODOR,0.027
GARLIC,PIZZA,0.027
GARLIC,SEASONING,0.027
GARLIC,SPICE,0.027
GARLIC,STINK,0.027
GARLIC,POWDER,0.021
GARLIC,PASTA,0.014
GARLIC,SPAGHETTI,0.014
GARLIC,STRONG,0.014
GARLIC,TOAST,0.014
GARLIC,YUCK,0.014
GAS,CAR,0.378
GAS,FUEL,0.154
GAS,MONEY,0.077
GAS,OIL,0.071
GAS,STATION,0.051
GAS,PETROLEUM,0.038
GAS,ENERGY,0.026
GAS,EXPENSIVE,0.026
GAS,STOVE,0.026
GAS,HEAT,0.013
GATE,FENCE,0.353
GATE,OPEN,0.16
GATE,LOCK,0.09
GATE,DOOR,0.083
GATE,ENTRANCE,0.045
GATE,SWING,0.038
GATE,CLOSE,0.032
GATE,HEAVEN,0.013
GATE,HOUSE,0.013
GATE,LATCH,0.013
GATE,PEARLY,0.013
GATE,YARD,0.013
GATHER,COLLECT,0.331
GATHER,TOGETHER,0.145
GATHER,GROUP,0.041
GATHER,JOIN,0.034
GATHER,SCATTER,0.028
GATHER,BELONGINGS,0.021
GATHER,FLOWERS,0.021
GATHER,SPREAD,0.021
GATHER,AROUND,0.014
GATHER,BRING,0.014
GATHER,CHURCH,0.014
GATHER,CROWD,0.014
GATHER,DISPERSE,0.014
GATHER,HEM,0.014
GATHER,INFORMATION,0.014
GATHER,LEAVE,0.014
GATHER,PARTY,0.014
GATHER,PICK,0.014
GATHER,SORT,0.014
GATHER,TAKE,0.014
GATHERING,TOGETHER,0.188
GATHERING,PARTY,0.125
GATHERING,GROUP,0.09
GATHERING,CHURCH,0.042
GATHERING,FAMILY,0.042
GATHERING,COLLECT,0.035
GATHERING,PEOPLE,0.035
GATHERING,MEETING,0.028
GATHERING,HUNTING,0.021
GATHERING,REUNION,0.021
GATHERING,SOCIAL,0.021
GATHERING,FEAST,0.014
GATHERING,FUN,0.014
GATHERING,GET,0.014
GATHERING,NUTS,0.014
GATHERING,THANKSGIVING,0.014
GAUGE,MEASURE,0.198
GAUGE,GAS,0.111
GAUGE,METER,0.087
GAUGE,CAR,0.056
GAUGE,PRESSURE,0.032
GAUGE,CHECK,0.024
GAUGE,INSTRUMENT,0.024
GAUGE,TEMPERATURE,0.024
GAUGE,TIRE,0.024
GAUGE,BANDAID,0.016
GAUGE,JUDGE,0.016
GAUGE,LEVER,0.016
GAUZE,BANDAGE,0.203
GAUZE,PAD,0.088
GAUZE,WOUND,0.081
GAUZE,BANDAID,0.061
GAUZE,CUT,0.061
GAUZE,TAPE,0.061
GAUZE,BLOOD,0.034
GAUZE,COTTON,0.034
GAUZE,INJURY,0.027
GAUZE,STERILE,0.027
GAUZE,MEDICAL,0.02
GAUZE,TEETH,0.014
GAUZE,WRAP,0.014
GAVEL,JUDGE,0.467
GAVEL,COURT,0.087
GAVEL,HAMMER,0.073
GAVEL,ROCKS,0.06
GAVEL,ROAD,0.04
GAVEL,SAND,0.02
GAVEL,DIRT,0.013
GAVEL,STREET,0.013
GAZELLE,ANIMAL,0.211
GAZELLE,DEER,0.156
GAZELLE,AFRICA,0.041
GAZELLE,NEWSPAPER,0.041
GAZELLE,ANTELOPE,0.034
GAZELLE,GRACEFUL,0.034
GAZELLE,HORNS,0.034
GAZELLE,BIRD,0.027
GAZELLE,FAST,0.014
GAZELLE,GIRAFFE,0.014
GAZELLE,LEAP,0.014
GAZELLE,MAGAZINE,0.014
GAZELLE,PORCH,0.014
GAZELLE,ZEBRA,0.014
GAZELLE,ZOO,0.014
GEAR,CAR,0.144
GEAR,SHIFT,0.131
GEAR,L.A.,0.098
GEAR,BIKE,0.033
GEAR,HIKE,0.033
GEAR,BICYCLE,0.026
GEAR,CLOTHES,0.026
GEAR,HEAD,0.026
GEAR,SHOES,0.026
GEAR,EQUIPMENT,0.02
GEAR,CAMPING,0.013
GEAR,CLUTCH,0.013
GEAR,FIFTH,0.013
GEAR,FIVE SPEED,0.013
GEAR,HELMET,0.013
GEAR,MOTOR,0.013
GEAR,MOVE,0.013
GEAR,RAIN,0.013
GEAR,SPORT,0.013
GEAR,STICK,0.013
GEAR,SWIM,0.013
GEESE,DUCKS,0.291
GEESE,GOOSE,0.205
GEESE,BIRDS,0.113
GEESE,GANDER,0.066
GEESE,FLY,0.026
GEESE,ANIMAL,0.02
GEESE,EGGS,0.02
GEESE,FARM,0.013
GEESE,FOOD,0.013
GEESE,SWAN,0.013
GEESE,TURKEY,0.013
GEESE,WHITE,0.013
GEESE,WINTER,0.013
GEM,DIAMOND,0.448
GEM,JEWEL,0.15
GEM,STONE,0.134
GEM,RUBY,0.094
GEM,PEARL,0.031
GEM,RING,0.031
GEM,ROCK,0.016
GENDER,SEX,0.349
GENDER,FEMALE,0.24
GENDER,MALE,0.212
GENDER,BIAS,0.027
GENDER,WOMAN,0.027
GENDER,GIRL,0.021
GENDER,PEOPLE,0.021
GENDER,IDENTITY,0.014
GENDER,RACE,0.014
GENE,POOL,0.172
GENE,DNA,0.146
GENE,CHROMOSOMES,0.099
GENE,HEREDITY,0.06
GENE,GENETICS,0.033
GENE,BIOLOGY,0.02
GENE,BODY,0.02
GENE,CHILDREN,0.02
GENE,MALE,0.02
GENE,NAME,0.02
GENE,PARENTS,0.02
GENE,ALLELE,0.013
GENE,FAMILY,0.013
GENE,LIFE,0.013
GENE,MAN,0.013
GENE,SPERM,0.013
GENE,SPLICE,0.013
GENE,TRAIT,0.013
GENERAL,HOSPITAL,0.126
GENERAL,ARMY,0.091
GENERAL,SPECIFIC,0.07
GENERAL,BASIC,0.063
GENERAL,BROAD,0.042
GENERAL,OVERALL,0.028
GENERAL,STORE,0.028
GENERAL,ADMISSION,0.021
GENERAL,IDEA,0.021
GENERAL,ADMIRAL,0.014
GENERAL,AIR FORCE,0.014
GENERAL,AVERAGE,0.014
GENERAL,CINEMA,0.014
GENERAL,COLONEL,0.014
GENERAL,COMMANDER,0.014
GENERAL,EASY,0.014
GENERAL,ELECTRIC,0.014
GENERAL,INTRODUCTION,0.014
GENERAL,NORMAL,0.014
GENERAL,PLAIN,0.014
GENERAL,SERGEANT,0.014
GENEROUS,GIVE,0.303
GENEROUS,KIND,0.092
GENEROUS,MONEY,0.085
GENEROUS,NICE,0.077
GENEROUS,STINGY,0.063
GENEROUS,FRIENDLY,0.021
GENEROUS,GREED,0.021
GENEROUS,PLENTY,0.021
GENEROUS,ABUNDANCE,0.014
GENEROUS,AMOUNT,0.014
GENEROUS,CHARITY,0.014
GENEROUS,GIFT,0.014
GENIUS,SMART,0.434
GENIUS,EINSTEIN,0.071
GENIUS,INTELLIGENT,0.071
GENIUS,BRILLIANT,0.056
GENIUS,INTELLIGENCE,0.032
GENIUS,BRAIN,0.024
GENIUS,BRIGHT,0.024
GENIUS,INTELLECT,0.024
GENIUS,GIFTED,0.016
GENIUS,IQ,0.016
GENTLE,SOFT,0.196
GENTLE,KIND,0.161
GENTLE,ROUGH,0.105
GENTLE,HARSH,0.049
GENTLE,LOVING,0.042
GENTLE,TOUCH,0.042
GENTLE,NICE,0.035
GENTLE,CARING,0.028
GENTLE,BEN,0.021
GENTLE,CALM,0.021
GENTLE,MAN,0.021
GENTLE,STRONG,0.021
GENTLE,CARESS,0.014
GENTLE,HARD,0.014
GENTLE,MEAN,0.014
GENTLE,SOOTHE,0.014
GENTLE,SWEET,0.014
GENTLE,WARM,0.014
GENTLEMAN,LADY,0.329
GENTLEMAN,MAN,0.137
GENTLEMAN,WOMAN,0.11
GENTLEMAN,KIND,0.034
GENTLEMAN,GUY,0.027
GENTLEMAN,MALE,0.027
GENTLEMAN,POLITE,0.027
GENTLEMAN,HONEST,0.021
GENTLEMAN,NICE,0.021
GENTLEMAN,BATHROOM,0.014
GENTLEMAN,BOY,0.014
GENTLEMAN,CHIVALRY,0.014
GENTLEMAN,COURTEOUS,0.014
GENTLEMAN,DAD,0.014
GENTLEMAN,DUDE,0.014
GENTLEMAN,TUXEDO,0.014
GENUINE,REAL,0.324
GENUINE,TRUE,0.115
GENUINE,UNIQUE,0.074
GENUINE,ORIGINAL,0.061
GENUINE,FAKE,0.054
GENUINE,LEATHER,0.034
GENUINE,SINCERE,0.034
GENUINE,AUTHENTIC,0.027
GENUINE,DIAMOND,0.027
GENUINE,HONEST,0.02
GENUINE,NICE,0.02
GENUINE,PURE,0.02
GENUINE,RARE,0.02
GENUINE,BEER,0.014
GENUINE,GOOD,0.014
GEOLOGY,ROCK,0.409
GEOLOGY,EARTH,0.189
GEOLOGY,LAND,0.087
GEOLOGY,SCIENCE,0.047
GEOLOGY,STUDY,0.039
GEOLOGY,MAP,0.024
GEOLOGY,GEOGRAPHY,0.016
GEOLOGY,GROUND,0.016
GEOLOGY,MOUNTAIN,0.016
GEOMETRY,MATH,0.534
GEOMETRY,ANGLE,0.081
GEOMETRY,TRIANGLE,0.081
GEOMETRY,SHAPE,0.068
GEOMETRY,ALGEBRA,0.041
GEOMETRY,CIRCLE,0.027
GEOMETRY,LINE,0.02
GEOMETRY,ANALYTICAL,0.014
GEOMETRY,FIGURE,0.014
GEOMETRY,SQUARE,0.014
GEOMETRY,TEACHER,0.014
GEORGE,WASHINGTON,0.218
GEORGE,NAME,0.102
GEORGE,JUNGLE,0.095
GEORGE,CURIOUS,0.088
GEORGE,MONKEY,0.068
GEORGE,PRESIDENT,0.048
GEORGE,BOY,0.041
GEORGE,BUSH,0.034
GEORGE,KING,0.02
GEORGE,CLOONEY,0.014
GEORGE,MALE,0.014
GEORGE,MAN,0.014
GEORGE,PERSON,0.014
GEORGE,SEINFELD,0.014
GERM,DISEASE,0.215
GERM,BACTERIA,0.177
GERM,SICK,0.134
GERM,VIRUS,0.087
GERM,WHEAT,0.055
GERM,INFECTION,0.039
GERM,COLD,0.031
GERM,DIRTY,0.024
GERM,FLU,0.024
GERM,ILLNESS,0.024
GERM,BIOLOGY,0.016
GERM,BUG,0.016
GERM,CELL,0.016
GERM,CULTURE,0.016
GERM,MICROSCOPIC,0.016
GERM,WARFARE,0.016
GET,TAKE,0.122
GET,RECEIVE,0.117
GET,GIVE,0.094
GET,WANT,0.072
GET,OBTAIN,0.05
GET,HAVE,0.044
GET,ACQUIRE,0.039
GET,GOT,0.039
GET,ACHIEVEMENT,0.022
GET,BRING,0.022
GET,GRAB,0.022
GET,SMART,0.022
GET,WELL,0.022
GET,AWAY,0.017
GET,GOING,0.017
GET,MONEY,0.017
GET,BUY,0.011
GET,GO,0.011
GET,KEEP,0.011
GET,LOSE,0.011
GET,LOST,0.011
GET,NEED,0.011
GET,OUT,0.011
GEYSER,WATER,0.206
GEYSER,FOUNTAIN,0.079
GEYSER,SPOUT,0.071
GEYSER,YELLOWSTONE,0.071
GEYSER,OLD FAITHFUL,0.063
GEYSER,HOT,0.04
GEYSER,SPRING,0.04
GEYSER,GUSH,0.032
GEYSER,GUSHER,0.024
GEYSER,STEAM,0.024
GEYSER,MOUNTAIN,0.016
GEYSER,SPEW,0.016
GEYSER,VOLCANO,0.016
GHETTO,POOR,0.133
GHETTO,SLUM,0.127
GHETTO,HOOD,0.087
GHETTO,DIRTY,0.053
GHETTO,PROJECTS,0.053
GHETTO,NEIGHBORHOOD,0.04
GHETTO,POVERTY,0.04
GHETTO,BLACK,0.033
GHETTO,CRIME,0.033
GHETTO,CITY,0.027
GHETTO,BAD,0.02
GHETTO,RUNDOWN,0.02
GHETTO,BOYS,0.013
GHETTO,BRONX,0.013
GHETTO,DANGEROUS,0.013
GHETTO,DOWNTOWN,0.013
GHETTO,GANGS,0.013
GHETTO,HOUSE,0.013
GHETTO,IMPOVERISHED,0.013
GHETTO,URBAN,0.013
GHOST,SCARY,0.139
GHOST,WHITE,0.085
GHOST,GOBLIN,0.073
GHOST,SPOOK,0.061
GHOST,SHEET,0.055
GHOST,SPIRIT,0.055
GHOST,CASPER,0.036
GHOST,GHOUL,0.03
GHOST,HALLOWEEN,0.03
GHOST,HAUNT,0.03
GHOST,MONSTER,0.03
GHOST,BOO,0.024
GHOST,FRIGHT,0.024
GHOST,STORY,0.024
GHOST,IMAGINARY,0.018
GHOST,TRANSPARENT,0.018
GHOST,FAKE,0.012
GHOST,FEAR,0.012
GHOST,MANSION,0.012
GHOST,NOTHING,0.012
GHOST,PHANTOM,0.012
GHOST,SUPERNATURAL,0.012
GHOST,WITCH,0.012
GHOST,WRITER,0.012
GHOUL,GHOST,0.649
GHOUL,GOBLIN,0.053
GHOUL,SCARY,0.033
GHOUL,HALLOWEEN,0.02
GHOUL,MONSTER,0.02
GHOUL,GROSS,0.013
GHOUL,MOVIE,0.013
GIANT,BIG,0.229
GIANT,SMALL,0.076
GIANT,GREEN,0.069
GIANT,MIDGET,0.069
GIANT,TALL,0.069
GIANT,HUGE,0.062
GIANT,DWARF,0.035
GIANT,LARGE,0.035
GIANT,BEANSTALK,0.028
GIANT,FOOTBALL,0.028
GIANT,JOLLY,0.028
GIANT,MAN,0.021
GIANT,SIZE,0.014
GIANT,SOUND,0.014
GIANT,STRONG,0.014
GIANT,TINY,0.014
GIANT,TREE,0.014
GIFT,PRESENT,0.609
GIFT,BIRTHDAY,0.051
GIFT,GIVE,0.038
GIFT,CHRISTMAS,0.032
GIFT,BOX,0.026
GIFT,RECEIVE,0.026
GIFT,WRAP,0.026
GIFT,NICE,0.019
GIFT,BOW,0.013
GIFT,HOLIDAY,0.013
GIFT,HORSE,0.013
GIFT,LOVE,0.013
GIFT,PARTY,0.013
GIFT,RIBBON,0.013
GIFT,SURPRISE,0.013
GIFT,THANKS,0.013
GIFTED,SMART,0.459
GIFTED,TALENTED,0.149
GIFTED,INTELLIGENT,0.047
GIFTED,CHILD,0.034
GIFTED,BRIGHT,0.027
GIFTED,GENIUS,0.027
GIFTED,SPECIAL,0.027
GIFTED,BRILLIANT,0.02
GIFTED,DUMB,0.02
GIFTED,EXCEPTIONAL,0.014
GIFTED,ME,0.014
GIFTED,RETARDED,0.014
GIFTED,STUPID,0.014
GIGGLE,LAUGH,0.78
GIGGLE,FUNNY,0.038
GIGGLE,HAPPY,0.03
GIGGLE,SMILE,0.023
GIGGLE,GIRLS,0.015
GIGGLE,JOKE,0.015
GIGGLE,SILLY,0.015
GIN,TONIC,0.295
GIN,ALCOHOL,0.164
GIN,LIQUOR,0.082
GIN,RUM,0.082
GIN,DRINK,0.068
GIN,RUMMY,0.068
GIN,VODKA,0.062
GIN,WHISKEY,0.021
GIN,ALE,0.014
GIN,DRUNK,0.014
GIN,WINE,0.014
GIRAFFE,NECK,0.298
GIRAFFE,TALL,0.172
GIRAFFE,ANIMAL,0.119
GIRAFFE,LONG,0.099
GIRAFFE,ZOO,0.079
GIRAFFE,ELEPHANT,0.04
GIRAFFE,AFRICA,0.013
GIRAFFE,TREES,0.013
GIRL,BOY,0.738
GIRL,FRIEND,0.034
GIRL,WOMAN,0.034
GIRL,PRETTY,0.027
GIRL,FEMALE,0.013
GIRL,GUY,0.013
GIRL,INNOCENCE,0.013
GIRL,LADY,0.013
GIRLFRIEND,BOYFRIEND,0.487
GIRLFRIEND,LOVE,0.073
GIRLFRIEND,FRIEND,0.053
GIRLFRIEND,LOVER,0.02
GIRLFRIEND,SEX,0.02
GIRLFRIEND,COMPANION,0.013
GIRLFRIEND,FRIENDSHIP,0.013
GIRLFRIEND,FUN,0.013
GIRLFRIEND,HAPPY,0.013
GIRLFRIEND,LOYAL,0.013
GIRLFRIEND,PAIN,0.013
GIRLFRIEND,PERSON,0.013
GIRLFRIEND,YES,0.013
GIRLS,BOYS,0.503
GIRLS,WOMEN,0.073
GIRLS,GUYS,0.04
GIRLS,BEAUTIFUL,0.033
GIRLS,FUN,0.033
GIRLS,PRETTY,0.033
GIRLS,SEX,0.033
GIRLS,FEMALES,0.02
GIRLS,SEXY,0.02
GIRLS,DRESSES,0.013
GIVE,TAKE,0.444
GIVE,RECEIVE,0.111
GIVE,GET,0.061
GIVE,AWAY,0.033
GIVE,SHARE,0.033
GIVE,GIFT,0.028
GIVE,UP,0.022
GIVE,OFFER,0.017
GIVE,PRESENT,0.017
GIVE,CHARITY,0.011
GIVE,GENEROUS,0.011
GIVE,KEEP,0.011
GIVE,MONEY,0.011
GIVE UP,QUIT,0.211
GIVE UP,LOSE,0.095
GIVE UP,GIVE IN,0.048
GIVE UP,SURRENDER,0.048
GIVE UP,FAIL,0.034
GIVE UP,LOOSE,0.034
GIVE UP,LET GO,0.027
GIVE UP,FORFEIT,0.02
GIVE UP,FORGET,0.02
GIVE UP,NEVER,0.02
GIVE UP,QUITTER,0.02
GIVE UP,STOP,0.02
GIVE UP,TRY,0.02
GIVE UP,DOWN,0.014
GIVE UP,END,0.014
GIVE UP,HOPE,0.014
GIVE UP,HOPELESS,0.014
GIVE UP,LEAVE,0.014
GIVE UP,LOSER,0.014
GIVE UP,TAKE,0.014
GIVING,TAKING,0.211
GIVING,RECEIVING,0.105
GIVING,CARING,0.072
GIVING,GENEROUS,0.066
GIVING,TAKE,0.066
GIVING,SHARING,0.053
GIVING,CHRISTMAS,0.033
GIVING,GIFT,0.026
GIVING,NICE,0.026
GIVING,UP,0.026
GIVING,GETTING,0.02
GIVING,THANKS,0.02
GIVING,FAKING,0.013
GIVING,GOOD,0.013
GIVING,KIND,0.013
GIVING,LOVE,0.013
GIVING,LOVING,0.013
GIVING,TREE,0.013
GLACIER,ICE,0.723
GLACIER,COLD,0.095
GLACIER,ICEBERG,0.034
GLACIER,SNOW,0.027
GLACIER,MOUNTAIN,0.02
GLACIER,TITANIC,0.014
GLAD,HAPPY,0.549
GLAD,BAG,0.148
GLAD,SAD,0.134
GLAD,MAD,0.028
GLAD,SMILE,0.021
GLAD,GOOD,0.014
GLAD,SATISFIED,0.014
GLANCE,LOOK,0.635
GLANCE,STARE,0.115
GLANCE,PEEK,0.034
GLANCE,VIEW,0.027
GLANCE,EYES,0.02
GLANCE,SEE,0.02
GLANCE,FAST,0.014
GLANCE,GLARE,0.014
GLANCE,NOTICE,0.014
GLANDS,SWOLLEN,0.187
GLANDS,SWEAT,0.107
GLANDS,BODY,0.087
GLANDS,THROAT,0.087
GLANDS,HORMONES,0.08
GLANDS,LYMPH,0.04
GLANDS,PITUITARY,0.033
GLANDS,ENDOCRINE,0.027
GLANDS,MOUTH,0.027
GLANDS,NECK,0.027
GLANDS,SALIVARY,0.02
GLANDS,THYROID,0.02
GLANDS,ARTERIES,0.013
GLANDS,HEART,0.013
GLANDS,SEX,0.013
GLANDS,TONSILS,0.013
GLARE,STARE,0.27
GLARE,SUN,0.101
GLARE,BRIGHT,0.074
GLARE,SHINE,0.074
GLARE,LOOK,0.068
GLARE,LIGHT,0.054
GLARE,EYES,0.041
GLARE,BLIND,0.027
GLARE,SUNSHINE,0.027
GLARE,ANGER,0.02
GLARE,HATE,0.02
GLARE,REFLECT,0.02
GLARE,GLASS,0.014
GLARE,MEAN,0.014
GLARE,SQUINT,0.014
GLARE,WINDOW,0.014
GLASS,WINDOW,0.144
GLASS,CUP,0.133
GLASS,DRINK,0.103
GLASS,BREAK,0.087
GLASS,CLEAR,0.082
GLASS,JAR,0.046
GLASS,CRYSTAL,0.041
GLASS,CUT,0.036
GLASS,WATER,0.026
GLASS,BOTTLE,0.021
GLASS,FRAGILE,0.021
GLASS,PLASTIC,0.021
GLASS,SHARP,0.015
GLASS,EYE,0.01
GLASS,HOUSE,0.01
GLASS,JUICE,0.01
GLASS,METAL,0.01
GLASS,MIRROR,0.01
GLASS,MUG,0.01
GLASS,TRANSPARENT,0.01
GLASS,WARE,0.01
GLASSES,EYES,0.322
GLASSES,SEE,0.101
GLASSES,CONTACTS,0.081
GLASSES,SIGHT,0.074
GLASSES,SUN,0.074
GLASSES,FACE,0.027
GLASSES,WATER,0.027
GLASSES,CUPS,0.02
GLASSES,FRAME,0.02
GLASSES,LENS,0.02
GLASSES,NERD,0.02
GLASSES,READ,0.02
GLASSES,VISION,0.02
GLASSES,BREAK,0.013
GLASSES,DRINK,0.013
GLASSES,FOUR EYES,0.013
GLIDE,SLIDE,0.215
GLIDE,FLY,0.107
GLIDE,AIRPLANE,0.06
GLIDE,HANG,0.054
GLIDE,SKATE,0.054
GLIDE,SMOOTH,0.047
GLIDE,SOAR,0.047
GLIDE,SKI,0.04
GLIDE,FLOAT,0.034
GLIDE,SAIL,0.034
GLIDE,FLOW,0.02
GLIDE,SKIM,0.02
GLIDE,AIR,0.013
GLIDE,COAST,0.013
GLIDE,EASE,0.013
GLIDE,GLIDER,0.013
GLIDE,ICE,0.013
GLIDE,KITE,0.013
GLIDE,ROLL,0.013
GLIDE,SKY,0.013
GLIDE,WATER,0.013
GLOBE,WORLD,0.679
GLOBE,ROUND,0.115
GLOBE,EARTH,0.09
GLOBE,ATLAS,0.026
GLOBE,BALL,0.013
GLOBE,CIRCLE,0.013
GLOBE,MAP,0.013
GLOBE,SPHERE,0.013
GLOBE,TROTTER,0.013
GLOBE,UNIVERSE,0.013
GLOOMY,SAD,0.171
GLOOMY,DARK,0.11
GLOOMY,DREARY,0.089
GLOOMY,PAIN,0.082
GLOOMY,DULL,0.062
GLOOMY,DAY,0.055
GLOOMY,RAIN,0.055
GLOOMY,CLOUDY,0.027
GLOOMY,GRAY,0.027
GLOOMY,HAPPY,0.027
GLOOMY,DOWN,0.021
GLOOMY,CLOUD,0.014
GLOOMY,DISMAL,0.014
GLOOMY,DOOM,0.014
GLOOMY,GLUM,0.014
GLOOMY,HAZY,0.014
GLOOMY,NIGHT,0.014
GLOOMY,UNHAPPY,0.014
GLOOMY,UPSET,0.014
GLORY,DAYS,0.163
GLORY,FLAG,0.136
GLORY,GOD,0.098
GLORY,HALLELUJAH,0.071
GLORY,BE,0.06
GLORY,HAPPINESS,0.038
GLORY,FAME,0.033
GLORY,WIN,0.027
GLORY,HONOR,0.022
GLORY,VICTORY,0.022
GLORY,CHURCH,0.016
