cue,target,strength
PAIL,WATER,0.231
PAIL,SHOVEL,0.096
PAIL,PAN,0.019
PAIL,WHITE,0.019
PAIL,PAINT,0.013
PAIL,SAND,0.013
PAIN,HURT,0.551
PAIN,AGONY,0.032
PAIN,BACK,0.032
PAIN,HEADACHE,0.032
PAIN,OUCH,0.032
PAIN,SUFFER,0.026
PAIN,DULL,0.019
PAIN,KILLER,0.019
PAIN,ACHE,0.013
PAIN,FEAR,0.013
PAIN,FEELING,0.013
PAIN,HEAD,0.013
PAIN,PLEASURE,0.013
PAINT,BRUSH,0.327
PAINT,DRAW,0.127
PAINT,COLOR,0.121
PAINT,HOUSE,0.055
PAINT,WET,0.042
PAINT,PICTURE,0.036
PAINT,RED,0.024
PAINT,WALL,0.024
PAINT,ART,0.018
PAINT,BLUE,0.018
PAINT,WHITE,0.018
PAINT,WORK,0.018
PAINT,ARTIST,0.012
PAINT,CAN,0.012
PAINT,SMELL,0.012
PAINT,SPRAY,0.012
PAINTER,ARTIST,0.204
PAINTER,BRUSH,0.118
PAINTER,PAINT,0.092
PAINTER,HOUSE,0.079
PAINTER,ART,0.066
PAINTER,DAVINCI,0.026
PAINTER,HAT,0.026
PAINTER,WALL,0.026
PAINTER,CANVAS,0.02
PAINTER,CAP,0.02
PAINTER,COLOR,0.02
PAINTER,MESSY,0.02
PAINTER,PICTURE,0.02
PAINTER,VAN GOGH,0.02
PAINTER,ARTISTIC,0.013
PAINTER,CARPENTER,0.013
PAINTER,JOB,0.013
PAINTER,LABOR,0.013
PAINTER,LADDER,0.013
PAINTER,OVERALLS,0.013
PAINTER,PANTS,0.013
PAINTER,RED,0.013
PAINTER,ROOFER,0.013
PAINTING,ART,0.279
PAINTING,PICTURE,0.102
PAINTING,BRUSH,0.068
PAINTING,DRAWING,0.068
PAINTING,ARTIST,0.061
PAINTING,WALL,0.054
PAINTING,COLOR,0.048
PAINTING,OIL,0.041
PAINTING,PAINT,0.034
PAINTING,HOUSE,0.027
PAINTING,CANVAS,0.014
PAINTING,EASEL,0.014
PAINTING,FRAME,0.014
PAINTING,MONA LISA,0.014
PAINTING,PHOTO,0.014
PAINTING,PICASSO,0.014
PAINTING,PORTRAIT,0.014
PAINTING,SCULPTURE,0.014
PAIR,TWO,0.456
PAIR,SHOES,0.208
PAIR,GLOVES,0.067
PAIR,COUPLE,0.047
PAIR,SOCKS,0.04
PAIR,SINGLE,0.02
PAIR,TWIN,0.02
PAIR,ICE,0.013
PAIR,MATCH,0.013
PAJAMAS,SLEEP,0.359
PAJAMAS,NIGHTGOWN,0.16
PAJAMAS,BED,0.135
PAJAMAS,NIGHT,0.045
PAJAMAS,NIGHTIE,0.032
PAJAMAS,UNDERWEAR,0.026
PAJAMAS,FLANNEL,0.019
PAJAMAS,HOUSECOAT,0.019
PAJAMAS,NIGHTTIME,0.019
PAJAMAS,T-SHIRT,0.019
PAJAMAS,BED CLOTHES,0.013
PAJAMAS,GOWN,0.013
PAJAMAS,PARTY,0.013
PAJAMAS,ROBE,0.013
PAJAMAS,WEAR,0.013
PAL,FRIEND,0.772
PAL,BUDDY,0.124
PAL,PEN,0.034
PAL,ENEMY,0.014
PALACE,CASTLE,0.258
PALACE,KING,0.159
PALACE,KINGDOM,0.056
PALACE,QUEEN,0.056
PALACE,MANSION,0.048
PALACE,HOME,0.04
PALACE,GUARD,0.024
PALACE,HOUSE,0.024
PALACE,ROYALTY,0.024
PALACE,BEAUTIFUL,0.016
PALACE,DANCE,0.016
PALACE,LARGE,0.016
PALACE,PRINCE,0.016
PALACE,ROYAL,0.016
PALE,WHITE,0.483
PALE,SICK,0.087
PALE,TAN,0.054
PALE,FACE,0.04
PALE,DARK,0.034
PALE,SKIN,0.034
PALE,DEAD,0.02
PALE,LIGHT,0.02
PALE,COLOR,0.013
PALE,GHASTLY,0.013
PALE,GHOST,0.013
PALE,YELLOW,0.013
PALM,HAND,0.468
PALM,TREE,0.254
PALM,READER,0.048
PALM,SUNDAY,0.04
PALM,BEACH,0.016
PALM,CALM,0.016
PALM,FINGER,0.016
PALM,SWEAT,0.016
PAN,POT,0.351
PAN,COOK,0.155
PAN,FRY,0.128
PAN,HANDLE,0.041
PAN,STOVE,0.041
PAN,PIZZA,0.034
PAN,SKILLET,0.027
PAN,DISH,0.02
PAN,EGG,0.02
PAN,FOOD,0.014
PAN,IRON,0.014
PAN,PETER,0.014
PAN,WATER,0.014
PANCAKES,SYRUP,0.417
PANCAKES,WAFFLES,0.126
PANCAKES,BREAKFAST,0.118
PANCAKES,FOOD,0.063
PANCAKES,EAT,0.031
PANCAKES,FLAPJACKS,0.031
PANCAKES,BUTTER,0.024
PANCAKES,BATTER,0.016
PANCAKES,EGGS,0.016
PANCAKES,FAT,0.016
PANE,WINDOW,0.833
PANE,GLASS,0.051
PANE,HURT,0.014
PANEL,WOOD,0.149
PANEL,WALL,0.122
PANEL,BOARD,0.115
PANEL,JUDGES,0.074
PANEL,PEOPLE,0.074
PANEL,GROUP,0.041
PANEL,COUNCIL,0.02
PANEL,DOOR,0.02
PANEL,GUESTS,0.02
PANEL,HOUSE,0.02
PANEL,SIDE,0.02
PANEL,DISCUSSION,0.014
PANEL,EXPERTS,0.014
PANEL,INSTRUMENTS,0.014
PANEL,JURY,0.014
PANEL,SIDING,0.014
PANEL,TRUCK,0.014
PANIC,SCARED,0.15
PANIC,FEAR,0.109
PANIC,ATTACK,0.041
PANIC,WORRY,0.041
PANIC,FREAK,0.034
PANIC,FRENZY,0.034
PANIC,NERVOUS,0.034
PANIC,RUN,0.034
PANIC,CALM,0.027
PANIC,FRIGHT,0.02
PANIC,HURRY,0.02
PANIC,STRESS,0.02
PANIC,STRICKEN,0.02
PANIC,ANTS,0.014
PANIC,ANXIETY,0.014
PANIC,DANGER,0.014
PANIC,FIRE,0.014
PANIC,FOOD,0.014
PANIC,HELP,0.014
PANIC,SCREAM,0.014
PANIC,SWEAT,0.014
PANIC,TENSE,0.014
PANTHER,CAT,0.386
PANTHER,ANIMAL,0.107
PANTHER,BLACK,0.102
PANTHER,TIGER,0.096
PANTHER,PINK,0.076
PANTHER,LEOPARD,0.03
PANTHER,LION,0.03
PANTHER,COUGAR,0.025
PANTHER,AWESOME,0.015
PANTHER,ENDANGERED,0.015
PANTHER,CHEETAH,0.01
PANTHER,FELINE,0.01
PANTHER,PROWL,0.01
PANTHER,STALK,0.01
PANTS,SHIRT,0.185
PANTS,JEANS,0.136
PANTS,SHORTS,0.071
PANTS,LEGS,0.06
PANTS,TIGHT,0.054
PANTS,LONG,0.049
PANTS,SKIRT,0.038
PANTS,WEAR,0.038
PANTS,CLOTHES,0.033
PANTS,MAN,0.033
PANTS,SUIT,0.027
PANTS,OFF,0.022
PANTS,SHOES,0.022
PANTS,BLUE,0.016
PANTS,ZIPPER,0.016
PANTS,BELT,0.011
PANTS,DOWN,0.011
PANTS,DRESS,0.011
PANTS,LEVI'S,0.011
PANTS,RED,0.011
PANTS,SLACKS,0.011
PANTS,TOP,0.011
PANTYHOSE,LEGS,0.252
PANTYHOSE,RUN,0.15
PANTYHOSE,STOCKING,0.082
PANTYHOSE,WOMAN,0.061
PANTYHOSE,GIRL,0.041
PANTYHOSE,NYLONS,0.034
PANTYHOSE,DRESS,0.027
PANTYHOSE,SEXY,0.027
PANTYHOSE,TIGHTS,0.027
PANTYHOSE,BROWN,0.02
PANTYHOSE,FEMININE,0.02
PANTYHOSE,CLOTHES,0.014
PANTYHOSE,GARTER,0.014
PANTYHOSE,RAID,0.014
PANTYHOSE,SKIRT,0.014
PANTYHOSE,SOCKS,0.014
PANTYHOSE,TAN,0.014
PANTYHOSE,UNCOMFORTABLE,0.014
PAPER,PEN,0.3
PAPER,PENCIL,0.161
PAPER,WRITE,0.144
PAPER,WOOD,0.044
PAPER,BOOK,0.039
PAPER,CHASE,0.033
PAPER,INK,0.028
PAPER,TREE,0.028
PAPER,CLIP,0.022
PAPER,SCHOOL,0.017
PAPER,WHITE,0.017
PAPER,BAG,0.011
PAPER,SHEET,0.011
PAPER,WEIGHT,0.011
PAPER,WRAP,0.011
PAPER TOWEL,NAPKIN,0.233
PAPER TOWEL,CLEAN,0.113
PAPER TOWEL,BOUNTY,0.067
PAPER TOWEL,MESS,0.067
PAPER TOWEL,WIPE,0.06
PAPER TOWEL,DRY,0.053
PAPER TOWEL,KITCHEN,0.053
PAPER TOWEL,ROLL,0.04
PAPER TOWEL,TISSUE,0.033
PAPER TOWEL,HANDS,0.027
PAPER TOWEL,HOLDER,0.027
PAPER TOWEL,WET,0.027
PAPER TOWEL,TOILET PAPER,0.02
PAPER TOWEL,ABSORB,0.013
PAPER TOWEL,SPILL,0.013
PAPER TOWEL,WATER,0.013
PAPERCLIP,PAPER,0.314
PAPERCLIP,STAPLE,0.229
PAPERCLIP,METAL,0.092
PAPERCLIP,HOLD,0.059
PAPERCLIP,PENCIL,0.026
PAPERCLIP,FASTEN,0.02
PAPERCLIP,ATTACH,0.013
PAPERCLIP,DESK,0.013
PAPERCLIP,OFFICE,0.013
PAPERCLIP,PEN,0.013
PAPERCLIP,TOGETHER,0.013
PARADE,FLOAT,0.115
PARADE,BAND,0.074
PARADE,MARCH,0.068
PARADE,PEOPLE,0.047
PARADE,CLOWNS,0.041
PARADE,FUN,0.041
PARADE,HOLIDAY,0.034
PARADE,MUSIC,0.034
PARADE,CELEBRATION,0.027
PARADE,CIRCUS,0.027
PARADE,FESTIVAL,0.027
PARADE,NOISE,0.027
PARADE,PARTY,0.027
PARADE,DRUM,0.02
PARADE,CARS,0.014
PARADE,COLORS,0.014
PARADE,CROWD,0.014
PARADE,DISNEY,0.014
PARADE,FLAG,0.014
PARADE,HOMECOMING,0.014
PARADE,HORSE,0.014
PARADE,HOT,0.014
PARADE,JULY,0.014
PARADE,MAGAZINE,0.014
PARADE,TOWN,0.014
PARADISE,ISLAND,0.272
PARADISE,HEAVEN,0.172
PARADISE,HAWAII,0.053
PARADISE,LOST,0.04
PARADISE,VACATION,0.04
PARADISE,BEACH,0.033
PARADISE,BAHAMAS,0.02
PARADISE,PALM,0.02
PARADISE,TROPICAL,0.02
PARADISE,UTOPIA,0.02
PARADISE,WATER,0.02
PARADISE,CITY,0.013
PARADISE,DREAM,0.013
PARADISE,FANTASY,0.013
PARADISE,FOUND,0.013
PARADISE,FUN,0.013
PARADISE,JAMAICA,0.013
PARADISE,LAKE,0.013
PARADISE,LOVE,0.013
PARADISE,TREES,0.013
PARAGRAPH,SENTENCE,0.221
PARAGRAPH,ESSAY,0.091
PARAGRAPH,PAPER,0.091
PARAGRAPH,WORDS,0.078
PARAGRAPH,WRITE,0.065
PARAGRAPH,ENGLISH,0.058
PARAGRAPH,STORY,0.058
PARAGRAPH,LONG,0.045
PARAGRAPH,PHRASE,0.032
PARAGRAPH,WRITING,0.032
PARAGRAPH,READ,0.026
PARAGRAPH,INDENT,0.013
PARAGRAPH,LETTER,0.013
PARAGRAPH,LINE,0.013
PARAGRAPH,PAGE,0.013
PARAGRAPH,SHORT,0.013
PARAGRAPH,STATEMENT,0.013
PARCEL,PACKAGE,0.384
PARCEL,POST,0.073
PARCEL,MAIL,0.066
PARCEL,UPS,0.066
PARCEL,BOX,0.053
PARCEL,STAMP,0.033
PARCEL,BAG,0.026
PARCEL,PIECE,0.026
PARCEL,GIFT,0.02
PARCEL,POSTAGE,0.02
PARCEL,LAND,0.013
PARCEL,PICKUP,0.013
PARCEL,POST OFFICE,0.013
PARCEL,UMBRELLA,0.013
PARCHED,THIRSTY,0.463
PARCHED,DRY,0.163
PARCHED,BURN,0.054
PARCHED,WATER,0.041
PARCHED,BIRD,0.027
PARCHED,DESERT,0.014
PARCHED,TIRED,0.014
PARDON,EXCUSE,0.348
PARDON,ME,0.163
PARDON,FORGIVE,0.149
PARDON,RELEASE,0.028
PARDON,GOVERNOR,0.021
PARDON,BURP,0.014
PARDON,GRANT,0.014
PARDON,MANNERS,0.014
PARDON,NICE,0.014
PARDON,PRISONER,0.014
PARDON,SORRY,0.014
PARENT,CHILD,0.23
PARENT,MOTHER,0.214
PARENT,FATHER,0.119
PARENT,GUARDIAN,0.063
PARENT,MOM,0.063
PARENT,ADULT,0.024
PARENT,AUTHORITY,0.024
PARENT,RELATIVE,0.024
PARENT,TEACHER,0.024
PARENT,SISTER,0.016
PARENTS,LOVE,0.123
PARENTS,CHILDREN,0.089
PARENTS,FAMILY,0.082
PARENTS,MOM,0.075
PARENTS,ADULTS,0.041
PARENTS,GUARDIANS,0.041
PARENTS,ANNOY,0.034
PARENTS,DAD,0.027
PARENTS,FRIENDS,0.027
PARENTS,GRANDPARENTS,0.027
PARENTS,CARING,0.021
PARENTS,FOLKS,0.021
PARENTS,MONEY,0.021
PARENTS,MOTHER,0.021
PARENTS,AUTHORITY,0.014
PARENTS,GOOD,0.014
PARENTS,KIDS,0.014
PARENTS,PAIN,0.014
PARENTS,PEOPLE,0.014
PARENTS,RESPECT,0.014
PARENTS,SUPPORT,0.014
PARENTS,UNDERSTAND,0.014
PARIS,FRANCE,0.459
PARIS,EIFFEL TOWER,0.068
PARIS,CITY,0.054
PARIS,FRENCH,0.034
PARIS,LONDON,0.034
PARIS,LOVE,0.034
PARIS,ROMANCE,0.034
PARIS,VACATION,0.027
PARIS,FUN,0.02
PARIS,CRY,0.014
PARIS,EUROPE,0.014
PARIS,PLASTER,0.014
PARIS,ROMANTIC,0.014
PARIS,ROME,0.014
PARIS,TRIP,0.014
PARK,TREE,0.115
PARK,CAR,0.108
PARK,BENCH,0.081
PARK,PLAYGROUND,0.068
PARK,STOP,0.061
PARK,SWING,0.061
PARK,DRIVE,0.047
PARK,PICNIC,0.041
PARK,GRASS,0.034
PARK,ZOO,0.034
PARK,LAKE,0.027
PARK,PLACE,0.027
PARK,PLAY,0.027
PARK,AMUSEMENT,0.02
PARK,RECREATION,0.02
PARK,RIDE,0.02
PARK,SIT,0.02
PARK,AVENUE,0.014
PARK,LOT,0.014
PARK,MUSEUM,0.014
PARK,STATE,0.014
PARKING,LOT,0.247
PARKING,CAR,0.205
PARKING,TICKET,0.11
PARKING,STOP,0.082
PARKING,STICKER,0.048
PARKING,SPACE,0.041
PARKING,PERMIT,0.034
PARKING,GARAGE,0.027
PARKING,DECAL,0.021
PARKING,DRIVE,0.021
PARKING,SPOT,0.021
PARKING,TOW,0.014
PARKWAY,CARS,0.144
PARKWAY,DRIVEWAY,0.111
PARKWAY,STREET,0.098
PARKWAY,DRIVE,0.072
PARKWAY,ROAD,0.065
PARKWAY,HIGHWAY,0.052
PARKWAY,BOULEVARD,0.033
PARKWAY,FREEWAY,0.033
PARKWAY,PARK,0.033
PARKWAY,INTERSTATE,0.026
PARKWAY,BOARDWALK,0.013
PARKWAY,LOT,0.013
PARKWAY,MIRAMAK,0.013
PARKWAY,TRAFFIC,0.013
PARROT,BIRD,0.628
PARROT,TALK,0.11
PARROT,GREEN,0.028
PARROT,CRACKER,0.021
PARROT,MIMIC,0.021
PARROT,APE,0.014
PARROT,COLOR,0.014
PARROT,PARAKEET,0.014
PARROT,PIRATE,0.014
PARSLEY,GREEN,0.141
PARSLEY,FLAKES,0.074
PARSLEY,SEASONING,0.06
PARSLEY,DECORATION,0.054
PARSLEY,FOOD,0.054
PARSLEY,SPICE,0.047
PARSLEY,OREGANO,0.04
PARSLEY,LETTUCE,0.034
PARSLEY,HERB,0.027
PARSLEY,LEAF,0.027
PARSLEY,PLATE,0.027
PARSLEY,SALAD,0.027
PARSLEY,SPAGHETTI,0.02
PARSLEY,VEGETABLE,0.02
PARSLEY,BASIL,0.013
PARSLEY,BREATH,0.013
PARSLEY,BROCCOLI,0.013
PARSLEY,CHEF,0.013
PARSLEY,CILANTRO,0.013
PARSLEY,COOKING,0.013
PARSLEY,DINNER,0.013
PARSLEY,GARNISH,0.013
PARSLEY,INGREDIENT,0.013
PARSLEY,PASTA,0.013
PARSLEY,RESTAURANT,0.013
PARSLEY,SAGE,0.013
PARSLEY,SAUCE,0.013
PARSLEY,SMELL,0.013
PARSLEY,YUCK,0.013
PART,PIECE,0.264
PART,WHOLE,0.142
PART,HALF,0.095
PART,HAIR,0.088
PART,PLAY,0.061
PART,CAR,0.041
PART,PORTION,0.027
PART,ROLE,0.027
PART,SOME,0.027
PART,ALL,0.02
PART,SEPARATE,0.02
PART,SPLIT,0.02
PART,AUTO,0.014
PART,DIVIDE,0.014
PART,LEAVE,0.014
PART,OF,0.014
PART,SECTION,0.014
PARTICIPATE,JOIN,0.186
PARTICIPATE,DO,0.076
PARTICIPATE,INVOLVE,0.069
PARTICIPATE,HELP,0.055
PARTICIPATE,ACTIVE,0.048
PARTICIPATE,PLAY,0.034
PARTICIPATE,ENTER,0.028
PARTICIPATE,TALK,0.028
PARTICIPATE,COOPERATE,0.021
PARTICIPATE,ENGAGE,0.021
PARTICIPATE,ENJOY,0.021
PARTICIPATE,GAME,0.021
PARTICIPATE,INCLUDE,0.021
PARTICIPATE,PART,0.021
PARTICIPATE,PARTAKE,0.021
PARTICIPATE,SAY,0.021
PARTICIPATE,WORK,0.021
PARTICIPATE,ANSWER,0.014
PARTICIPATE,ENDURE,0.014
PARTICIPATE,INTERACT,0.014
PARTICIPATE,SOCIALIZE,0.014
PARTNER,FRIEND,0.352
PARTNER,MATE,0.068
PARTNER,SEX,0.054
PARTNER,SPOUSE,0.047
PARTNER,BUDDY,0.041
PARTNER,COMPANION,0.027
PARTNER,PAL,0.027
PARTNER,BOY,0.02
PARTNER,LOVE,0.02
PARTNER,LOVER,0.02
PARTNER,COUPLE,0.014
PARTNER,CRIME,0.014
PARTNER,DANCE,0.014
PARTNER,GIRL,0.014
PARTNER,GUY,0.014
PARTNER,MAN,0.014
PARTNER,SINGLE,0.014
PARTY,FUN,0.196
PARTY,ANIMAL,0.158
PARTY,BEER,0.076
PARTY,HARDY,0.065
PARTY,DRINK,0.06
PARTY,CAKE,0.033
PARTY,TIME,0.033
PARTY,NAKED,0.022
PARTY,YES,0.022
PARTY,DANCE,0.016
PARTY,GO,0.016
PARTY,GOOD,0.016
PARTY,NIGHT,0.016
PARTY,NOW,0.016
PARTY,PEOPLE,0.016
PARTY,BIRTHDAY,0.011
PARTY,DOWN,0.011
PARTY,DRUNK,0.011
PARTY,FAVOR,0.011
PARTY,FRIEND,0.011
PARTY,MUSIC,0.011
PARTY,WASTED,0.011
PASS,FAIL,0.25
PASS,GO,0.122
PASS,OUT,0.061
PASS,THROW,0.041
PASS,BY,0.027
PASS,CAR,0.027
PASS,FOOTBALL,0.027
PASS,LEAVE,0.027
PASS,HIGHWAY,0.02
PASS,OVER,0.02
PASS,ACCEPT,0.014
PASS,DRIVE,0.014
PASS,FORGET,0.014
PASS,FREEDOM,0.014
PASS,MISS,0.014
PASS,PLAY,0.014
PASS,PORT,0.014
PASS,RUN,0.014
PASS,SPEED,0.014
PASS,SUCCEED,0.014
PASS OUT,FAINT,0.309
PASS OUT,DRUNK,0.289
PASS OUT,ALCOHOL,0.034
PASS OUT,FALL,0.027
PASS OUT,UNCONSCIOUS,0.027
PASS OUT,DIE,0.02
PASS OUT,BAR,0.013
PASS OUT,BEER,0.013
PASS OUT,HAND OUT,0.013
PASS OUT,HEAT,0.013
PASS OUT,HOT,0.013
PASS OUT,SICK,0.013
PASS OUT,SLEEP,0.013
PASS OUT,TIRED,0.013
PASSAGE,HALLWAY,0.076
PASSAGE,TUNNEL,0.062
PASSAGE,WAY,0.062
PASSAGE,BOOK,0.056
PASSAGE,BIBLE,0.049
PASSAGE,READ,0.042
PASSAGE,PATH,0.035
PASSAGE,PARAGRAPH,0.028
PASSAGE,TRAIL,0.028
PASSAGE,WORD,0.028
PASSAGE,CORRIDOR,0.021
PASSAGE,DOORWAY,0.021
PASSAGE,ENTRANCE,0.021
PASSAGE,MAZE,0.021
PASSAGE,QUOTE,0.021
PASSAGE,TRAVEL,0.021
PASSAGE,CAVE,0.014
PASSAGE,CLEAR,0.014
PASSAGE,ROAD,0.014
PASSAGE,SCRIPTURE,0.014
PASSAGE,SECRET,0.014
PASSAGE,STORY,0.014
PASSAGE,TIME,0.014
PASSAGE,TO INDIA,0.014
PASSAGE,TRIP,0.014
PASSENGER,PLANE,0.314
PASSENGER,CAR,0.222
PASSENGER,DRIVER,0.124
PASSENGER,TRAIN,0.065
PASSENGER,BUS,0.046
PASSENGER,RIDE,0.033
PASSENGER,SEAT,0.033
PASSENGER,PILOT,0.026
PASSENGER,FLIGHT,0.02
PASSENGER,SAFE,0.013
PASSION,LOVE,0.387
PASSION,SEX,0.127
PASSION,LUST,0.087
PASSION,KISS,0.047
PASSION,FRUIT,0.04
PASSION,EMOTION,0.033
PASSION,HOT,0.033
PASSION,ROMANCE,0.033
PASSION,LIZ TAYLOR,0.02
PASSION,PERFUME,0.02
PASSION,FULFILLMENT,0.013
PASSION,MEN,0.013
PASSIVE,AGGRESSIVE,0.216
PASSIVE,ACTIVE,0.118
PASSIVE,QUIET,0.078
PASSIVE,SHY,0.072
PASSIVE,CALM,0.052
PASSIVE,EASY,0.052
PASSIVE,SUBMISSIVE,0.02
PASSIVE,IMPASSIVE,0.013
PASSIVE,LAID BACK,0.013
PASSIVE,LAZY,0.013
PASSIVE,NON-VIOLENT,0.013
PASSIVE,RESISTANT,0.013
PASSIVE,SILENT,0.013
PASSIVE,THOUGHT,0.013
PASSIVE,VOICE,0.013
PASSIVE,WEAK,0.013
PAST,PRESENT,0.426
PAST,FUTURE,0.291
PAST,HISTORY,0.034
PAST,MEMORIES,0.034
PAST,TIME,0.027
PAST,LIFE,0.02
PAST,OLD,0.02
PAST,TENSE,0.02
PAST,BEFORE,0.014
PAST,GONE,0.014
PASTA,SPAGHETTI,0.243
PASTA,ITALIAN,0.223
PASTA,NOODLES,0.088
PASTA,SAUCE,0.074
PASTA,SALAD,0.068
PASTA,PRIMAVERA,0.034
PASTA,LASAGNA,0.027
PASTA,LINGUINI,0.027
PASTA,CARBOHYDRATE,0.02
PASTA,ITALY,0.02
PASTA,MEATBALL,0.014
PASTA,SHELL,0.014
PASTA,ZITI,0.014
PASTE,GLUE,0.63
PASTE,STICKY,0.126
PASTE,TOOTH,0.094
PASTE,TOMATO,0.047
PASTRY,DOUGHNUT,0.147
PASTRY,SWEET,0.1
PASTRY,CAKE,0.08
PASTRY,DESSERT,0.067
PASTRY,DANISH,0.047
PASTRY,FOOD,0.047
PASTRY,PIE,0.047
PASTRY,BAKERY,0.033
PASTRY,CHEF,0.033
PASTRY,FAT,0.027
PASTRY,GOOD,0.027
PASTRY,EAT,0.02
PASTRY,FRENCH,0.02
PASTRY,POPTART,0.02
PASTRY,APPLE,0.013
PASTRY,BAGEL,0.013
PASTRY,BREAD,0.013
PASTRY,CALORIES,0.013
PASTRY,CANNOLI,0.013
PASTRY,DOUGH,0.013
PASTRY,GUAVA,0.013
PASTRY,YUMMY,0.013
PASTURE,COW,0.469
PASTURE,GRASS,0.088
PASTURE,GREEN,0.088
PASTURE,FIELD,0.068
PASTURE,FARM,0.054
PASTURE,GRAZE,0.041
PASTURE,HORSE,0.041
PASTURE,MEADOW,0.041
PAT,TOUCH,0.149
PAT,DOG,0.088
PAT,TAP,0.081
PAT,HIT,0.074
PAT,BUTTER,0.047
PAT,PET,0.047
PAT,BACK,0.041
PAT,SLAP,0.034
PAT,STROKE,0.034
PAT,HEAD,0.027
PAT,RUB,0.027
PAT,ANSWER,0.02
PAT,CAT,0.014
PAT,DRY,0.014
PAT,GIRL,0.014
PAT,HUG,0.014
PAT,NAME,0.014
PAT,PERSON,0.014
PAT,SHOULDER,0.014
PATCH,EYE,0.118
PATCH,FIX,0.079
PATCH,JEANS,0.079
PATCH,CABBAGE,0.066
PATCH,HOLE,0.059
PATCH,WORK,0.046
PATCH,BANDAID,0.033
PATCH,SEW,0.033
PATCH,QUILT,0.026
PATCH,CLOTH,0.02
PATCH,PANTS,0.02
PATCH,PUMPKIN,0.02
PATCH,SMOKERS,0.02
PATCH,STRAWBERRY,0.02
PATCH,BRIAR,0.013
PATCH,CIGARETTE,0.013
PATCH,FOG,0.013
PATCH,GRASS,0.013
PATCH,PIRATE,0.013
PATCH,STITCH,0.013
PATCH,UP,0.013
PATH,ROAD,0.228
PATH,TRAIL,0.17
PATH,WAY,0.148
PATH,WALK,0.091
PATH,WOODS,0.061
PATH,FOLLOW,0.042
PATH,SIDEWALK,0.03
PATH,STREET,0.024
PATH,FOREST,0.018
PATH,BICYCLE,0.012
PATH,GRASS,0.012
PATH,WORN,0.012
